"date","type","home.team","away.team","home.score","away.score","home.line","home.bet","total","total.bet","season"
2014-11-23,"Week 12","SF","WAS",17,13,-9,"L",43.5,"U",2014
2014-11-23,"Week 12","SEA","ARZ",19,3,-7.5,"W",42,"U",2014
2014-11-24,"Week 12","BUF","NYJ",38,3,-2.5,"W",42,"U",2014
2014-11-24,"Week 12","NO","BAL",27,34,-2.5,"L",50.5,"O",2014
2014-11-27,"Week 13","DAL","PHI",10,33,-3,"L",56,"U",2014
2014-11-27,"Week 13","DET","CHI",34,17,-7.5,"W",45.5,"O",2014
2014-11-27,"Week 13","SF","SEA",3,19,-1,"L",40,"U",2014
2014-11-30,"Week 13","BUF","CLE",26,10,-3,"W",42,"U",2014
2014-11-30,"Week 13","BAL","LAC",33,34,-6.5,"L",45.5,"O",2014
2014-11-30,"Week 13","PIT","NO",32,35,-3.5,"L",54,"O",2014
2014-11-30,"Week 13","HOU","TEN",45,21,-7,"W",43,"O",2014
2014-11-30,"Week 13","IND","WAS",49,27,-7.5,"W",48.5,"O",2014
2014-11-30,"Week 13","JAX","NYG",25,24,3,"W",44,"O",2014
2014-11-30,"Week 13","KC","DEN",16,29,-1,"L",49,"U",2014
2014-11-30,"Week 13","GB","NE",26,21,-2.5,"W",57,"U",2014
2014-11-30,"Week 13","MIN","CAR",31,13,-2.5,"W",41,"O",2014
2014-11-30,"Week 13","ATL","ARZ",29,18,1.5,"W",45.5,"O",2014
2014-11-30,"Week 13","TB","CIN",13,14,6,"W",43.5,"U",2014
2014-11-30,"Week 13","LAR","OAK",52,0,-6,"W",43,"O",2014
2014-12-01,"Week 13","NYJ","MIA",13,16,6.5,"W",41.5,"U",2014
2014-12-04,"Week 14","CHI","DAL",28,41,4,"L",50.5,"O",2014
2014-12-07,"Week 14","MIA","BAL",13,28,-3,"L",45,"U",2014
2014-12-07,"Week 14","CIN","PIT",21,42,-3,"L",47,"O",2014
2014-12-07,"Week 14","CLE","IND",24,25,3,"W",50,"U",2014
2014-12-07,"Week 14","JAX","HOU",13,27,6.5,"L",42,"U",2014
2014-12-07,"Week 14","TEN","NYG",7,36,3,"L",46.5,"U",2014
2014-12-07,"Week 14","DEN","BUF",24,17,-9,"L",47,"U",2014
2014-12-07,"Week 14","LAC","NE",14,23,4,"L",53,"U",2014
2014-12-07,"Week 14","OAK","SF",24,13,8,"W",40.5,"U",2014
2014-12-07,"Week 14","PHI","SEA",14,24,1,"L",48,"U",2014
2014-12-07,"Week 14","WAS","LAR",0,24,2.5,"L",44.5,"U",2014
2014-12-07,"Week 14","DET","TB",34,17,-10.5,"W",42,"O",2014
2014-12-07,"Week 14","MIN","NYJ",30,24,-4,"W",40.5,"O",2014
2014-12-07,"Week 14","NO","CAR",10,41,-8.5,"L",50.5,"O",2014
2014-12-07,"Week 14","ARZ","KC",17,14,2.5,"W",41.5,"U",2014
2014-12-08,"Week 14","GB","ATL",43,37,-13.5,"L",54.5,"O",2014
2014-12-11,"Week 15","LAR","ARZ",6,12,-6,"L",40.5,"U",2014
2014-12-14,"Week 15","BUF","GB",21,13,3.5,"W",49.5,"U",2014
2014-12-14,"Week 15","NE","MIA",41,13,-9.5,"W",49,"O",2014
2014-12-14,"Week 15","BAL","JAX",20,12,-14,"L",44.5,"U",2014
2014-12-14,"Week 15","CLE","CIN",0,30,-2.5,"L",44,"U",2014
2014-12-14,"Week 15","IND","HOU",17,10,-7,"P",49,"U",2014
2014-12-14,"Week 15","TEN","NYJ",11,16,3.5,"L",42,"U",2014
2014-12-14,"Week 15","KC","OAK",31,13,-11,"W",41.5,"O",2014
2014-12-14,"Week 15","LAC","DEN",10,22,4,"L",49,"U",2014
2014-12-14,"Week 15","NYG","WAS",24,13,-7,"W",46.5,"U",2014
2014-12-14,"Week 15","PHI","DAL",27,38,-3.5,"L",54.5,"O",2014
2014-12-14,"Week 15","DET","MIN",16,14,-8,"L",42.5,"U",2014
2014-12-14,"Week 15","ATL","PIT",20,27,3,"L",55,"U",2014
2014-12-14,"Week 15","CAR","TB",19,17,-3.5,"L",41,"U",2014
2014-12-14,"Week 15","SEA","SF",17,7,-10,"P",38,"U",2014
2014-12-15,"Week 15","CHI","NO",15,31,3,"L",53.5,"U",2014
2014-12-18,"Week 16","JAX","TEN",21,13,-4,"W",39,"U",2014
2014-12-20,"Week 16","WAS","PHI",27,24,7,"W",50,"O",2014
2014-12-20,"Week 16","SF","LAC",35,38,-2,"L",40.5,"O",2014
2014-12-21,"Week 16","MIA","MIN",37,35,-4.5,"L",42,"O",2014
2014-12-21,"Week 16","NYJ","NE",16,17,10,"W",47,"U",2014
2014-12-21,"Week 16","PIT","KC",20,12,-2.5,"W",49.5,"U",2014
2014-12-21,"Week 16","HOU","BAL",25,13,6.5,"W",42,"U",2014
2014-12-21,"Week 16","OAK","BUF",26,24,7,"W",41,"O",2014
2014-12-21,"Week 16","DAL","IND",42,7,-3.5,"W",52.5,"U",2014
2014-12-21,"Week 16","CHI","DET",14,20,10,"W",43.5,"U",2014
2014-12-21,"Week 16","CAR","CLE",17,13,-6,"L",40,"U",2014
2014-12-21,"Week 16","NO","ATL",14,30,-6,"L",56,"U",2014
2014-12-21,"Week 16","TB","GB",3,20,11.5,"L",48.5,"U",2014
2014-12-21,"Week 16","ARZ","SEA",6,35,9.5,"L",36.5,"O",2014
2014-12-21,"Week 16","LAR","NYG",27,37,-6.5,"L",43.5,"O",2014
2014-12-22,"Week 16","CIN","DEN",37,28,3.5,"W",47,"O",2014
2014-12-28,"Week 17","MIA","NYJ",24,37,-7,"L",41,"O",2014
2014-12-28,"Week 17","NE","BUF",9,17,-4,"L",43.5,"U",2014
2014-12-28,"Week 17","BAL","CLE",20,10,-14,"L",40,"U",2014
2014-12-28,"Week 17","PIT","CIN",27,17,-3,"W",49,"U",2014
2014-12-28,"Week 17","HOU","JAX",23,17,-8.5,"L",38.5,"O",2014
2014-12-28,"Week 17","TEN","IND",10,27,7.5,"L",46.5,"U",2014
2014-12-28,"Week 17","DEN","OAK",47,14,-16.5,"W",49,"O",2014
2014-12-28,"Week 17","KC","LAC",19,7,-3,"W",42.5,"U",2014
2014-12-28,"Week 17","NYG","PHI",26,34,1,"L",51.5,"O",2014
2014-12-28,"Week 17","WAS","DAL",17,44,6,"L",47.5,"O",2014
2014-12-28,"Week 17","GB","DET",30,20,-8.5,"W",46.5,"O",2014
2014-12-28,"Week 17","MIN","CHI",13,9,-7,"L",47,"U",2014
2014-12-28,"Week 17","ATL","CAR",3,34,-2.5,"L",48,"U",2014
2014-12-28,"Week 17","TB","NO",20,23,6,"W",47,"U",2014
2014-12-28,"Week 17","SF","ARZ",20,17,-6.5,"L",38,"U",2014
2014-12-28,"Week 17","SEA","LAR",20,6,-11,"W",41.5,"U",2014
2015-01-03,"Wildcard","PIT","BAL",17,30,-3,"L",47,"P",2014
2015-01-03,"Wildcard","CAR","ARZ",27,16,-5.5,"W",37.5,"O",2014
2015-01-04,"Wildcard","IND","CIN",26,10,-3.5,"W",47,"U",2014
2015-01-04,"Wildcard","DAL","DET",24,20,-6,"L",47.5,"U",2014
2015-01-10,"Divisional","NE","BAL",35,31,-7,"L",47.5,"O",2014
2015-01-10,"Divisional","SEA","CAR",31,17,-13.5,"W",40,"O",2014
2015-01-11,"Divisional","DEN","IND",13,24,-9.5,"L",53.5,"U",2014
2015-01-11,"Divisional","GB","DAL",26,21,-5.5,"L",52.5,"U",2014
2015-01-18,"Conference","NE","IND",45,7,-7,"W",51.5,"O",2014
2015-01-18,"Conference","SEA","GB",28,22,-8.5,"L",45,"O",2014
2015-02-01,"Super Bowl","SEA","NE",24,28,1,"L",47,"O",2014
2015-09-10,"Week 1","NE","PIT",28,21,-7.5,"L",51,"U",2015
2015-09-13,"Week 1","BUF","IND",27,14,1,"W",44.5,"U",2015
2015-09-13,"Week 1","NYJ","CLE",31,10,-3.5,"W",39,"O",2015
2015-09-13,"Week 1","HOU","KC",20,27,1,"L",41,"O",2015
2015-09-13,"Week 1","JAX","CAR",9,20,3,"L",41,"U",2015
2015-09-13,"Week 1","DEN","BAL",19,13,-4.5,"W",46.5,"U",2015
2015-09-13,"Week 1","LAC","DET",33,28,-3.5,"W",45.5,"O",2015
2015-09-13,"Week 1","OAK","CIN",13,33,3,"L",43,"O",2015
2015-09-13,"Week 1","DAL","NYG",27,26,-7,"L",52,"O",2015
2015-09-13,"Week 1","WAS","MIA",10,17,4,"L",45.5,"U",2015
2015-09-13,"Week 1","CHI","GB",23,31,6,"L",48.5,"O",2015
2015-09-13,"Week 1","TB","TEN",14,42,-3,"L",40.5,"O",2015
2015-09-13,"Week 1","ARZ","NO",31,19,-2,"W",48.5,"O",2015
2015-09-13,"Week 1","LAR","SEA",34,31,3.5,"W",41.5,"O",2015
2015-09-14,"Week 1","ATL","PHI",26,24,3,"W",55,"U",2015
2015-09-14,"Week 1","SF","MIN",20,3,2.5,"W",41.5,"U",2015
2015-09-17,"Week 2","KC","DEN",24,31,-3,"L",42,"O",2015
2015-09-20,"Week 2","BUF","NE",32,40,-2,"L",45,"O",2015
2015-09-20,"Week 2","CIN","LAC",24,19,-3.5,"W",47.5,"U",2015
2015-09-20,"Week 2","CLE","TEN",28,14,-1,"W",41,"O",2015
2015-09-20,"Week 2","PIT","SF",43,18,-6,"W",46,"O",2015
2015-09-20,"Week 2","JAX","MIA",23,20,6,"W",42,"O",2015
2015-09-20,"Week 2","OAK","BAL",37,33,6,"W",42.5,"O",2015
2015-09-20,"Week 2","NYG","ATL",20,24,-2,"L",49.5,"U",2015
2015-09-20,"Week 2","PHI","DAL",10,20,-7,"L",53.5,"U",2015
2015-09-20,"Week 2","WAS","LAR",24,10,3,"W",41,"U",2015
2015-09-20,"Week 2","CHI","ARZ",23,48,2,"L",45.5,"O",2015
2015-09-20,"Week 2","GB","SEA",27,17,-3.5,"W",49,"U",2015
2015-09-20,"Week 2","MIN","DET",26,16,-2.5,"W",44,"U",2015
2015-09-20,"Week 2","CAR","HOU",24,17,-3,"W",41,"P",2015
2015-09-20,"Week 2","NO","TB",19,26,-9.5,"L",47,"U",2015
2015-09-21,"Week 2","IND","NYJ",7,20,-6,"L",45,"U",2015
2015-09-24,"Week 3","NYG","WAS",32,21,-3,"W",45,"O",2015
2015-09-27,"Week 3","MIA","BUF",14,41,-1.5,"L",43.5,"O",2015
2015-09-27,"Week 3","NE","JAX",51,17,-14.5,"W",48.5,"O",2015
2015-09-27,"Week 3","NYJ","PHI",17,24,-3,"L",47,"U",2015
2015-09-27,"Week 3","BAL","CIN",24,28,-2.5,"L",45.5,"O",2015
2015-09-27,"Week 3","CLE","OAK",20,27,-3.5,"L",43.5,"O",2015
2015-09-27,"Week 3","HOU","TB",19,9,-6,"W",41,"U",2015
2015-09-27,"Week 3","TEN","IND",33,35,3,"W",46.5,"O",2015
2015-09-27,"Week 3","DAL","ATL",28,39,-1,"L",43.5,"O",2015
2015-09-27,"Week 3","DET","DEN",12,24,3,"L",45,"U",2015
2015-09-27,"Week 3","MIN","LAC",31,14,-2.5,"W",45.5,"U",2015
2015-09-27,"Week 3","CAR","NO",27,22,-10,"L",43,"O",2015
2015-09-27,"Week 3","ARZ","SF",47,7,-7,"W",45,"O",2015
2015-09-27,"Week 3","LAR","PIT",6,12,-1.5,"L",48.5,"U",2015
2015-09-27,"Week 3","SEA","CHI",26,0,-16.5,"W",43.5,"U",2015
2015-09-28,"Week 3","GB","KC",38,28,-4.5,"W",47,"O",2015
2015-10-01,"Week 4","PIT","BAL",20,23,3,"P",44,"U",2015
2015-10-04,"Week 4","BUF","NYG",10,24,-6.5,"L",46.5,"U",2015
2015-10-04,"Week 4","MIA","NYJ",14,27,2.5,"L",42.5,"U",2015
2015-10-04,"Week 4","CIN","KC",36,21,-3.5,"W",45,"O",2015
2015-10-04,"Week 4","IND","JAX",16,13,-4,"L",43,"U",2015
2015-10-04,"Week 4","DEN","MIN",23,20,-7,"L",43.5,"U",2015
2015-10-04,"Week 4","LAC","CLE",30,27,-4.5,"L",44.5,"O",2015
2015-10-04,"Week 4","WAS","PHI",23,20,3,"W",46,"U",2015
2015-10-04,"Week 4","CHI","OAK",22,20,3,"W",44.5,"U",2015
2015-10-04,"Week 4","ATL","HOU",48,21,-4,"W",47.5,"O",2015
2015-10-04,"Week 4","NO","DAL",26,20,-3,"W",49,"U",2015
2015-10-04,"Week 4","TB","CAR",23,37,3,"L",40,"O",2015
2015-10-04,"Week 4","ARZ","LAR",22,24,-7,"L",43.5,"O",2015
2015-10-04,"Week 4","SF","GB",3,17,7.5,"L",48,"U",2015
2015-10-05,"Week 4","SEA","DET",13,10,-10,"L",43,"U",2015
2015-10-08,"Week 5","HOU","IND",20,27,-5,"L",40.5,"O",2015
2015-10-11,"Week 5","BAL","CLE",30,33,-6,"L",43,"O",2015
2015-10-11,"Week 5","CIN","SEA",27,24,-3,"P",44.5,"O",2015
2015-10-11,"Week 5","TEN","BUF",13,14,-1,"L",43,"U",2015
2015-10-11,"Week 5","KC","CHI",17,18,-10,"L",44,"U",2015
2015-10-11,"Week 5","OAK","DEN",10,16,5,"L",44.5,"U",2015
2015-10-11,"Week 5","DAL","NE",6,30,8,"L",51,"U",2015
2015-10-11,"Week 5","NYG","SF",30,27,-7.5,"L",43.5,"O",2015
2015-10-11,"Week 5","PHI","NO",39,17,-6.5,"W",49.5,"O",2015
2015-10-11,"Week 5","DET","ARZ",17,42,4,"L",46,"O",2015
2015-10-11,"Week 5","GB","LAR",24,10,-8.5,"W",45,"U",2015
2015-10-11,"Week 5","ATL","WAS",25,19,-7.5,"L",48.5,"U",2015
2015-10-11,"Week 5","TB","JAX",38,31,-1,"W",41,"O",2015
2015-10-12,"Week 5","LAC","PIT",20,24,-4,"L",45.5,"U",2015
2015-10-15,"Week 6","NO","ATL",31,21,3,"W",52,"P",2015
2015-10-18,"Week 6","BUF","CIN",21,34,3,"L",42.5,"O",2015
2015-10-18,"Week 6","NYJ","WAS",34,20,-7.5,"W",39.5,"O",2015
2015-10-18,"Week 6","CLE","DEN",23,26,3.5,"W",41.5,"O",2015
2015-10-18,"Week 6","PIT","ARZ",25,13,5.5,"W",45,"U",2015
2015-10-18,"Week 6","IND","NE",27,34,8,"W",53.5,"O",2015
2015-10-18,"Week 6","JAX","HOU",20,31,-2.5,"L",43.5,"O",2015
2015-10-18,"Week 6","TEN","MIA",10,38,-2.5,"L",44,"O",2015
2015-10-18,"Week 6","DET","CHI",37,34,-3.5,"L",45,"O",2015
2015-10-18,"Week 6","GB","LAC",27,20,-10.5,"L",50,"U",2015
2015-10-18,"Week 6","MIN","KC",16,10,-3.5,"W",43,"U",2015
2015-10-18,"Week 6","SF","BAL",25,20,2.5,"W",43.5,"O",2015
2015-10-18,"Week 6","SEA","CAR",23,27,-7,"L",41,"O",2015
2015-10-19,"Week 6","PHI","NYG",27,7,-3.5,"W",50.5,"U",2015
2015-10-22,"Week 7","SF","SEA",3,20,6.5,"L",42,"U",2015
2015-10-25,"Week 7","MIA","HOU",44,26,-4.5,"W",46.5,"O",2015
2015-10-25,"Week 7","NE","NYJ",30,23,-7,"P",47,"O",2015
2015-10-25,"Week 7","IND","NO",21,27,-5.5,"L",52.5,"U",2015
2015-10-25,"Week 7","JAX","BUF",34,31,3.5,"W",41,"O",2015
2015-10-25,"Week 7","TEN","ATL",7,10,5,"W",45.5,"U",2015
2015-10-25,"Week 7","KC","PIT",23,13,-3.5,"W",41.5,"U",2015
2015-10-25,"Week 7","LAC","OAK",29,37,-3.5,"L",48,"O",2015
2015-10-25,"Week 7","NYG","DAL",27,20,-3,"W",45,"O",2015
2015-10-25,"Week 7","WAS","TB",31,30,-3,"L",42,"O",2015
2015-10-25,"Week 7","DET","MIN",19,28,-1,"L",44.5,"O",2015
2015-10-25,"Week 7","CAR","PHI",27,16,-3,"W",46,"U",2015
2015-10-25,"Week 7","LAR","CLE",24,6,-6.5,"W",43.5,"U",2015
2015-10-26,"Week 7","ARZ","BAL",26,18,-10,"L",49.5,"U",2015
2015-10-29,"Week 8","NE","MIA",36,7,-8,"W",51,"U",2015
2015-11-01,"Week 8","BAL","LAC",29,26,-4.5,"L",50,"O",2015
2015-11-01,"Week 8","CLE","ARZ",20,34,7,"L",46,"O",2015
2015-11-01,"Week 8","HOU","TEN",20,6,-3.5,"W",43,"U",2015
2015-11-01,"Week 8","DEN","GB",29,10,2.5,"W",46,"U",2015
2015-11-01,"Week 8","KC","DET",45,10,-3,"W",45,"O",2015
2015-11-01,"Week 8","OAK","NYJ",34,20,3,"W",43.5,"O",2015
2015-11-01,"Week 8","DAL","SEA",12,13,4.5,"W",41.5,"U",2015
2015-11-01,"Week 8","CHI","MIN",20,23,1.5,"L",43.5,"U",2015
2015-11-01,"Week 8","ATL","TB",20,23,-8,"L",47.5,"U",2015
2015-11-01,"Week 8","NO","NYG",52,49,-3,"P",51.5,"O",2015
2015-11-01,"Week 8","LAR","SF",27,6,-7.5,"W",41,"U",2015
2015-11-02,"Week 8","CAR","IND",29,26,-5,"L",45.5,"O",2015
2015-11-05,"Week 9","CIN","CLE",31,10,-13,"W",45.5,"U",2015
2015-11-08,"Week 9","BUF","MIA",33,17,-4,"W",44,"O",2015
2015-11-08,"Week 9","NE","WAS",27,10,-13.5,"W",51.5,"U",2015
2015-11-08,"Week 9","NYJ","JAX",28,23,-7.5,"L",42,"O",2015
2015-11-08,"Week 9","PIT","OAK",38,35,-6,"L",47.5,"O",2015
2015-11-08,"Week 9","IND","DEN",27,24,3.5,"W",45,"O",2015
2015-11-08,"Week 9","DAL","PHI",27,33,3,"L",43.5,"O",2015
2015-11-08,"Week 9","MIN","LAR",21,18,-2,"W",40,"U",2015
2015-11-08,"Week 9","CAR","GB",37,29,2,"W",45.5,"O",2015
2015-11-08,"Week 9","NO","TEN",28,34,-7,"L",50,"O",2015
2015-11-08,"Week 9","TB","NYG",18,32,1.5,"L",49,"O",2015
2015-11-08,"Week 9","SF","ATL",17,16,7.5,"W",43.5,"U",2015
2015-11-09,"Week 9","LAC","CHI",19,22,-3.5,"L",49,"U",2015
2015-11-12,"Week 10","NYJ","BUF",17,22,-2.5,"L",42,"U",2015
2015-11-15,"Week 10","BAL","JAX",20,22,-5,"L",47,"U",2015
2015-11-15,"Week 10","PIT","CLE",30,9,-7,"W",43.5,"U",2015
2015-11-15,"Week 10","TEN","CAR",10,27,3.5,"L",42.5,"U",2015
2015-11-15,"Week 10","DEN","KC",13,29,-3.5,"L",42,"P",2015
2015-11-15,"Week 10","OAK","MIN",14,30,-3,"L",44,"P",2015
2015-11-15,"Week 10","NYG","NE",26,27,7,"W",52,"O",2015
2015-11-15,"Week 10","PHI","MIA",19,20,-5.5,"L",49,"U",2015
2015-11-15,"Week 10","WAS","NO",47,14,1,"W",52,"O",2015
2015-11-15,"Week 10","GB","DET",16,18,-10.5,"L",50,"U",2015
2015-11-15,"Week 10","TB","DAL",10,6,1,"W",43.5,"U",2015
2015-11-15,"Week 10","LAR","CHI",13,37,-7.5,"L",42,"O",2015
2015-11-15,"Week 10","SEA","ARZ",32,39,-3,"L",43.5,"O",2015
2015-11-16,"Week 10","CIN","HOU",6,10,-10,"L",46.5,"U",2015
2015-11-19,"Week 11","JAX","TEN",19,13,-3,"W",41.5,"U",2015
2015-11-22,"Week 11","MIA","DAL",14,24,2.5,"L",45,"U",2015
2015-11-22,"Week 11","BAL","LAR",16,13,-3,"P",41,"U",2015
2015-11-22,"Week 11","HOU","NYJ",24,17,4,"W",40,"O",2015
2015-11-22,"Week 11","LAC","KC",3,33,3,"L",45.5,"U",2015
2015-11-22,"Week 11","PHI","TB",17,45,-7,"L",46,"O",2015
2015-11-22,"Week 11","CHI","DEN",15,17,2.5,"W",41.5,"U",2015
2015-11-22,"Week 11","DET","OAK",18,13,2,"W",50,"U",2015
2015-11-22,"Week 11","MIN","GB",13,30,-1,"L",45,"U",2015
2015-11-22,"Week 11","ATL","IND",21,24,-3.5,"L",47.5,"U",2015
2015-11-22,"Week 11","CAR","WAS",44,16,-7,"W",44,"O",2015
2015-11-22,"Week 11","ARZ","CIN",34,31,-4,"L",48,"O",2015
2015-11-22,"Week 11","SEA","SF",29,13,-14,"W",40,"O",2015
2015-11-23,"Week 11","NE","BUF",20,13,-7,"P",47.5,"U",2015
2015-11-26,"Week 12","DAL","CAR",14,33,1,"L",44.5,"O",2015
2015-11-26,"Week 12","DET","PHI",45,14,-3,"W",46.5,"O",2015
2015-11-26,"Week 12","GB","CHI",13,17,-7.5,"L",45,"U",2015
2015-11-29,"Week 12","NYJ","MIA",38,20,-4.5,"W",44,"O",2015
2015-11-29,"Week 12","CIN","LAR",31,7,-10.5,"W",42,"U",2015
2015-11-29,"Week 12","HOU","NO",24,6,-3.5,"W",50.5,"U",2015
2015-11-29,"Week 12","IND","TB",25,12,-3,"W",46.5,"U",2015
2015-11-29,"Week 12","JAX","LAC",25,31,-5,"L",47,"O",2015
2015-11-29,"Week 12","TEN","OAK",21,24,1,"L",45,"P",2015
2015-11-29,"Week 12","DEN","NE",30,24,2.5,"W",43,"O",2015
2015-11-29,"Week 12","KC","BUF",30,22,-4.5,"W",41,"O",2015
2015-11-29,"Week 12","WAS","NYG",20,14,1,"W",47.5,"U",2015
2015-11-29,"Week 12","ATL","MIN",10,20,-2,"L",45,"U",2015
2015-11-29,"Week 12","SF","ARZ",13,19,7.5,"W",45,"U",2015
2015-11-29,"Week 12","SEA","PIT",39,30,-3,"W",46.5,"O",2015
2015-11-30,"Week 12","CLE","BAL",27,33,-6,"L",41,"O",2015
2015-12-03,"Week 13","DET","GB",23,27,2.5,"L",46,"O",2015
2015-12-06,"Week 13","BUF","HOU",30,21,-3,"W",42,"O",2015
2015-12-06,"Week 13","MIA","BAL",15,13,-3.5,"L",43,"U",2015
2015-12-06,"Week 13","NE","PHI",28,35,-9,"L",49.5,"O",2015
2015-12-06,"Week 13","CLE","CIN",3,37,7.5,"L",44,"U",2015
2015-12-06,"Week 13","PIT","IND",45,10,-10,"W",50.5,"O",2015
2015-12-06,"Week 13","TEN","JAX",42,39,-3,"P",43.5,"O",2015
2015-12-06,"Week 13","LAC","DEN",3,17,6,"L",45,"U",2015
2015-12-06,"Week 13","OAK","KC",20,34,3,"L",45.5,"O",2015
2015-12-06,"Week 13","NYG","NYJ",20,23,2.5,"L",45.5,"U",2015
2015-12-06,"Week 13","CHI","SF",20,26,-6,"L",43,"O",2015
2015-12-06,"Week 13","MIN","SEA",7,38,2.5,"L",43,"O",2015
2015-12-06,"Week 13","NO","CAR",38,41,5.5,"W",50.5,"O",2015
2015-12-06,"Week 13","TB","ATL",23,19,-1,"W",46.5,"U",2015
2015-12-06,"Week 13","LAR","ARZ",3,27,3.5,"L",43,"U",2015
2015-12-07,"Week 13","WAS","DAL",16,19,-2,"L",43,"U",2015
2015-12-10,"Week 14","ARZ","MIN",23,20,-10,"L",46.5,"U",2015
2015-12-13,"Week 14","NYJ","TEN",30,8,-8,"W",43,"U",2015
2015-12-13,"Week 14","BAL","SEA",6,35,10.5,"L",42,"U",2015
2015-12-13,"Week 14","CIN","PIT",20,33,-1,"L",49,"O",2015
2015-12-13,"Week 14","CLE","SF",24,10,-2.5,"W",43,"U",2015
2015-12-13,"Week 14","HOU","NE",6,27,4.5,"L",46,"U",2015
2015-12-13,"Week 14","JAX","IND",51,16,-1,"W",45.5,"O",2015
2015-12-13,"Week 14","DEN","OAK",12,15,-6,"L",43,"U",2015
2015-12-13,"Week 14","KC","LAC",10,3,-11.5,"L",42,"U",2015
2015-12-13,"Week 14","PHI","BUF",23,20,-1,"W",48,"U",2015
2015-12-13,"Week 14","CHI","WAS",21,24,-4,"L",42.5,"O",2015
2015-12-13,"Week 14","GB","DAL",28,7,-6,"W",43,"U",2015
2015-12-13,"Week 14","CAR","ATL",38,0,-8.5,"W",45.5,"U",2015
2015-12-13,"Week 14","TB","NO",17,24,-6,"L",52,"U",2015
2015-12-13,"Week 14","LAR","DET",21,14,3,"W",41.5,"U",2015
2015-12-14,"Week 14","MIA","NYG",24,31,2.5,"L",47.5,"O",2015
2015-12-17,"Week 15","LAR","TB",31,23,-1,"W",41,"O",2015
2015-12-19,"Week 15","DAL","NYJ",16,19,3,"P",40.5,"U",2015
2015-12-20,"Week 15","NE","TEN",33,16,-14.5,"W",48,"O",2015
2015-12-20,"Week 15","BAL","KC",14,34,6.5,"L",41,"O",2015
2015-12-20,"Week 15","PIT","DEN",34,27,-7.5,"L",45.5,"O",2015
2015-12-20,"Week 15","IND","HOU",10,16,-2.5,"L",42,"U",2015
2015-12-20,"Week 15","JAX","ATL",17,23,-2,"L",47.5,"U",2015
2015-12-20,"Week 15","LAC","MIA",30,14,-1,"W",46.5,"U",2015
2015-12-20,"Week 15","OAK","GB",20,30,4,"L",47,"O",2015
2015-12-20,"Week 15","NYG","CAR",35,38,4.5,"W",46.5,"O",2015
2015-12-20,"Week 15","PHI","ARZ",17,40,3.5,"L",50.5,"O",2015
2015-12-20,"Week 15","WAS","BUF",35,25,2.5,"W",46,"O",2015
2015-12-20,"Week 15","MIN","CHI",38,17,-4,"W",43.5,"O",2015
2015-12-20,"Week 15","SF","CIN",14,24,7,"L",41,"U",2015
2015-12-20,"Week 15","SEA","CLE",30,13,-14.5,"W",45,"U",2015
2015-12-21,"Week 15","NO","DET",27,35,-2.5,"L",52,"O",2015
2015-12-24,"Week 16","OAK","LAC",23,20,-4,"L",45,"U",2015
2015-12-26,"Week 16","PHI","WAS",24,38,-3.5,"L",48,"O",2015
2015-12-27,"Week 16","BUF","DAL",16,6,-6.5,"W",42,"U",2015
2015-12-27,"Week 16","MIA","IND",12,18,-2.5,"L",44,"U",2015
2015-12-27,"Week 16","NYJ","NE",26,20,2.5,"W",45.5,"O",2015
2015-12-27,"Week 16","BAL","PIT",20,17,11,"W",47.5,"U",2015
2015-12-27,"Week 16","TEN","HOU",6,34,3.5,"L",39,"O",2015
2015-12-27,"Week 16","KC","CLE",17,13,-11.5,"L",42.5,"U",2015
2015-12-27,"Week 16","DET","SF",32,17,-8.5,"W",42.5,"O",2015
2015-12-27,"Week 16","MIN","NYG",49,17,-7,"W",45,"O",2015
2015-12-27,"Week 16","ATL","CAR",20,13,7,"W",45.5,"U",2015
2015-12-27,"Week 16","NO","JAX",38,27,-2.5,"W",52.5,"O",2015
2015-12-27,"Week 16","TB","CHI",21,26,-3,"L",44,"O",2015
2015-12-27,"Week 16","ARZ","GB",38,8,-6,"W",50,"U",2015
2015-12-27,"Week 16","SEA","LAR",17,23,-11.5,"L",42,"U",2015
2015-12-28,"Week 16","DEN","CIN",20,17,-4,"L",39,"U",2015
2016-01-03,"Week 17","BUF","NYJ",22,17,2.5,"W",41,"U",2015
2016-01-03,"Week 17","MIA","NE",20,10,10,"W",46.5,"U",2015
2016-01-03,"Week 17","CIN","BAL",24,16,-10,"L",40.5,"U",2015
2016-01-03,"Week 17","CLE","PIT",12,28,13,"L",47,"U",2015
2016-01-03,"Week 17","HOU","JAX",30,6,-5.5,"W",45,"U",2015
2016-01-03,"Week 17","IND","TEN",30,24,-4,"W",39,"O",2015
2016-01-03,"Week 17","DEN","LAC",27,20,-10,"L",42,"O",2015
2016-01-03,"Week 17","KC","OAK",23,17,-6.5,"L",43.5,"U",2015
2016-01-03,"Week 17","DAL","WAS",23,34,-3,"L",41,"O",2015
2016-01-03,"Week 17","NYG","PHI",30,35,-3.5,"L",51,"O",2015
2016-01-03,"Week 17","CHI","DET",20,24,2.5,"L",45,"U",2015
2016-01-03,"Week 17","GB","MIN",13,20,-3,"L",43.5,"U",2015
2016-01-03,"Week 17","ATL","NO",17,20,-6,"L",53.5,"U",2015
2016-01-03,"Week 17","CAR","TB",38,10,-10,"W",44,"O",2015
