"date","type","home.team","away.team","home.score","away.score","home.line","home.bet","total","total.bet","season"
2016-01-03,"Week 17","ARZ","SEA",6,36,-6,"L",46.5,"U",2015
2016-01-03,"Week 17","SF","LAR",19,16,3,"W",39,"U",2015
2016-01-09,"Wildcard","CIN","PIT",16,18,2,"P",45.5,"U",2015
2016-01-09,"Wildcard","HOU","KC",0,30,3,"L",39,"U",2015
2016-01-10,"Wildcard","WAS","GB",18,35,-2,"L",47,"O",2015
2016-01-10,"Wildcard","MIN","SEA",9,10,4,"W",40,"U",2015
2016-01-16,"Divisional","NE","KC",27,20,-6,"W",44,"O",2015
2016-01-16,"Divisional","ARZ","GB",26,20,-7,"L",49,"U",2015
2016-01-17,"Divisional","DEN","PIT",23,16,-7,"P",41,"U",2015
2016-01-17,"Divisional","CAR","SEA",31,24,-2.5,"W",41.5,"O",2015
2016-01-24,"Conference","DEN","NE",20,18,3,"W",45,"U",2015
2016-01-24,"Conference","CAR","ARZ",49,15,-3,"W",47,"O",2015
2016-02-07,"Super Bowl","DEN","CAR",24,10,4.5,"W",43,"U",2015
2016-09-08,"Week 1","DEN","CAR",21,20,3,"W",40.5,"O",2016
2016-09-11,"Week 1","NYJ","CIN",22,23,-1,"L",42,"O",2016
2016-09-11,"Week 1","BAL","BUF",13,7,-3,"W",44.5,"U",2016
2016-09-11,"Week 1","HOU","CHI",23,14,-5.5,"W",43,"U",2016
2016-09-11,"Week 1","IND","DET",35,39,-2.5,"L",51,"O",2016
2016-09-11,"Week 1","JAX","GB",23,27,3.5,"L",47,"O",2016
2016-09-11,"Week 1","TEN","MIN",16,25,2.5,"L",40,"O",2016
2016-09-11,"Week 1","KC","LAC",33,27,-6.5,"L",45.5,"O",2016
2016-09-11,"Week 1","DAL","NYG",19,20,-1,"L",47.5,"U",2016
2016-09-11,"Week 1","PHI","CLE",29,10,-4,"W",41.5,"U",2016
2016-09-11,"Week 1","ATL","TB",24,31,-2.5,"L",46.5,"O",2016
2016-09-11,"Week 1","NO","OAK",34,35,-2.5,"L",50,"O",2016
2016-09-11,"Week 1","ARZ","NE",21,23,-9,"L",44.5,"U",2016
2016-09-11,"Week 1","SEA","MIA",12,10,-10.5,"L",43.5,"U",2016
2016-09-12,"Week 1","WAS","PIT",16,38,2.5,"L",49,"O",2016
2016-09-12,"Week 1","SF","LAR",28,0,2.5,"W",43,"U",2016
2016-09-15,"Week 2","BUF","NYJ",31,37,-1,"L",40.5,"O",2016
2016-09-18,"Week 2","NE","MIA",31,24,-5.5,"W",42,"O",2016
2016-09-18,"Week 2","CLE","BAL",20,25,4,"L",42,"O",2016
2016-09-18,"Week 2","PIT","CIN",24,16,-3,"W",48,"U",2016
2016-09-18,"Week 2","HOU","KC",19,12,1,"W",41.5,"U",2016
2016-09-18,"Week 2","DEN","IND",34,20,-6,"W",47,"O",2016
2016-09-18,"Week 2","LAC","JAX",38,14,-3,"W",47.5,"O",2016
2016-09-18,"Week 2","OAK","ATL",28,35,-4,"L",47.5,"O",2016
2016-09-18,"Week 2","NYG","NO",16,13,-3.5,"L",54,"U",2016
2016-09-18,"Week 2","WAS","DAL",23,27,-3.5,"L",47,"O",2016
2016-09-18,"Week 2","DET","TEN",15,16,-6,"L",48,"U",2016
2016-09-18,"Week 2","MIN","GB",17,14,1.5,"W",43,"U",2016
2016-09-18,"Week 2","CAR","SF",46,27,-12,"W",44.5,"O",2016
2016-09-18,"Week 2","ARZ","TB",40,7,-7.5,"W",49.5,"U",2016
2016-09-18,"Week 2","LAR","SEA",9,3,5.5,"W",38,"U",2016
2016-09-19,"Week 2","CHI","PHI",14,29,-3,"L",42.5,"O",2016
2016-09-25,"Week 3","BUF","ARZ",33,18,5,"W",48,"O",2016
2016-09-25,"Week 3","MIA","CLE",30,24,-10,"L",42,"O",2016
2016-09-25,"Week 3","CIN","DEN",17,29,-3.5,"L",42,"O",2016
2016-09-25,"Week 3","IND","LAC",26,22,-1.5,"W",51.5,"U",2016
2016-09-25,"Week 3","JAX","BAL",17,19,2.5,"W",45,"U",2016
2016-09-25,"Week 3","TEN","OAK",10,17,1.5,"L",47,"U",2016
2016-09-25,"Week 3","KC","NYJ",24,3,-3,"W",44.5,"U",2016
2016-09-25,"Week 3","DAL","CHI",31,17,-6.5,"W",44.5,"O",2016
2016-09-25,"Week 3","NYG","WAS",27,29,-3.5,"L",47,"O",2016
2016-09-25,"Week 3","PHI","PIT",34,3,3.5,"W",46.5,"U",2016
2016-09-25,"Week 3","GB","DET",34,27,-6,"W",47.5,"O",2016
2016-09-25,"Week 3","CAR","MIN",10,22,-6,"L",43,"U",2016
2016-09-25,"Week 3","TB","LAR",32,37,-3.5,"L",40.5,"O",2016
2016-09-25,"Week 3","SEA","SF",37,18,-10.5,"W",42,"O",2016
2016-09-26,"Week 3","NO","ATL",32,45,-2.5,"L",54,"O",2016
2016-09-29,"Week 4","CIN","MIA",22,7,-7.5,"W",46,"U",2016
2016-10-02,"Week 4","NE","BUF",0,16,-3.5,"L",41,"U",2016
2016-10-02,"Week 4","NYJ","SEA",17,27,1,"L",40,"O",2016
2016-10-02,"Week 4","BAL","OAK",27,28,-3.5,"L",45,"O",2016
2016-10-02,"Week 4","PIT","KC",43,14,-3,"W",48,"O",2016
2016-10-02,"Week 4","HOU","TEN",27,20,-4,"W",40,"O",2016
2016-10-02,"Week 4","JAX","IND",30,27,1,"W",48,"O",2016
2016-10-02,"Week 4","LAC","NO",34,35,-3.5,"L",54,"O",2016
2016-10-02,"Week 4","WAS","CLE",31,20,-7.5,"W",48,"O",2016
2016-10-02,"Week 4","CHI","DET",17,14,3,"W",48,"U",2016
2016-10-02,"Week 4","ATL","CAR",48,33,2.5,"W",48.5,"O",2016
2016-10-02,"Week 4","TB","DEN",7,27,3.5,"L",43,"U",2016
2016-10-02,"Week 4","ARZ","LAR",13,17,-10,"L",43.5,"U",2016
2016-10-02,"Week 4","SF","DAL",17,24,1,"L",44.5,"U",2016
2016-10-03,"Week 4","MIN","NYG",24,10,-3.5,"W",42.5,"U",2016
2016-10-06,"Week 5","SF","ARZ",21,33,3.5,"L",42.5,"O",2016
2016-10-09,"Week 5","MIA","TEN",17,30,-2.5,"L",44.5,"O",2016
2016-10-09,"Week 5","BAL","WAS",10,16,-4,"L",44.5,"U",2016
2016-10-09,"Week 5","CLE","NE",13,33,10,"L",47.5,"U",2016
2016-10-09,"Week 5","PIT","NYJ",31,13,-10,"W",50,"U",2016
2016-10-09,"Week 5","IND","CHI",29,23,-4,"W",47.5,"O",2016
2016-10-09,"Week 5","DEN","ATL",16,23,-3.5,"L",44.5,"U",2016
2016-10-09,"Week 5","OAK","LAC",34,31,-3.5,"L",50.5,"O",2016
2016-10-09,"Week 5","DAL","CIN",28,14,2.5,"W",46,"U",2016
2016-10-09,"Week 5","DET","PHI",24,23,3.5,"W",46,"O",2016
2016-10-09,"Week 5","GB","NYG",23,16,-7,"P",49,"U",2016
2016-10-09,"Week 5","MIN","HOU",31,13,-6,"W",39,"O",2016
2016-10-09,"Week 5","LAR","BUF",19,30,2.5,"L",41.5,"O",2016
2016-10-10,"Week 5","CAR","TB",14,17,-6,"L",46.5,"U",2016
2016-10-13,"Week 6","LAC","DEN",21,13,3,"W",44,"U",2016
2016-10-16,"Week 6","BUF","SF",45,16,-7.5,"W",44,"O",2016
2016-10-16,"Week 6","MIA","PIT",30,15,7.5,"W",49.5,"U",2016
2016-10-16,"Week 6","NE","CIN",35,17,-7.5,"W",48,"O",2016
2016-10-16,"Week 6","HOU","IND",26,23,-3,"P",47.5,"O",2016
2016-10-16,"Week 6","TEN","CLE",28,26,-7.5,"L",44.5,"O",2016
2016-10-16,"Week 6","OAK","KC",10,26,1,"L",46.5,"U",2016
2016-10-16,"Week 6","NYG","BAL",27,23,-3.5,"W",42.5,"O",2016
2016-10-16,"Week 6","WAS","PHI",27,20,3,"W",45,"O",2016
2016-10-16,"Week 6","CHI","JAX",16,17,-2.5,"L",46,"U",2016
2016-10-16,"Week 6","DET","LAR",31,28,-2.5,"W",44,"O",2016
2016-10-16,"Week 6","GB","DAL",16,30,-5,"L",47,"U",2016
2016-10-16,"Week 6","NO","CAR",41,38,2.5,"W",53.5,"O",2016
2016-10-16,"Week 6","SEA","ATL",26,24,-7,"L",45.5,"O",2016
2016-10-17,"Week 6","ARZ","NYJ",28,3,-7,"W",45.5,"U",2016
2016-10-20,"Week 7","GB","CHI",26,10,-7.5,"W",46.5,"U",2016
2016-10-23,"Week 7","MIA","BUF",28,25,2.5,"W",46,"O",2016
2016-10-23,"Week 7","NYJ","BAL",24,16,-2.5,"W",40,"P",2016
2016-10-23,"Week 7","CIN","CLE",31,17,-11,"W",46.5,"O",2016
2016-10-23,"Week 7","PIT","NE",16,27,7.5,"L",49,"U",2016
2016-10-23,"Week 7","JAX","OAK",16,33,-2,"L",47.5,"O",2016
2016-10-23,"Week 7","TEN","IND",26,34,-4,"L",48,"O",2016
2016-10-23,"Week 7","KC","NO",27,21,-7,"L",51.5,"U",2016
2016-10-23,"Week 7","PHI","MIN",21,10,3,"W",39,"U",2016
2016-10-23,"Week 7","DET","WAS",20,17,1,"W",50,"U",2016
2016-10-23,"Week 7","ATL","LAC",30,33,-4.5,"L",52.5,"O",2016
2016-10-23,"Week 7","ARZ","SEA",6,6,-2.5,"L",43,"U",2016
2016-10-23,"Week 7","LAR","NYG",10,17,2.5,"L",44.5,"U",2016
2016-10-23,"Week 7","SF","TB",17,34,-1,"L",45,"O",2016
2016-10-24,"Week 7","DEN","HOU",27,9,-8.5,"W",40,"U",2016
2016-10-27,"Week 8","TEN","JAX",36,22,-3,"W",43.5,"O",2016
2016-10-30,"Week 8","BUF","NE",25,41,5.5,"L",48,"O",2016
2016-10-30,"Week 8","CIN","WAS",27,27,-3,"L",49,"O",2016
2016-10-30,"Week 8","CLE","NYJ",28,31,2.5,"L",45.5,"O",2016
2016-10-30,"Week 8","HOU","DET",20,13,-1,"W",46.5,"U",2016
2016-10-30,"Week 8","IND","KC",14,30,3,"L",50.5,"U",2016
2016-10-30,"Week 8","DEN","LAC",27,19,-3.5,"W",43,"O",2016
2016-10-30,"Week 8","DAL","PHI",29,23,-5,"W",44,"O",2016
2016-10-30,"Week 8","ATL","GB",33,32,-3,"L",51,"O",2016
2016-10-30,"Week 8","CAR","ARZ",30,20,-2.5,"W",45.5,"O",2016
2016-10-30,"Week 8","NO","SEA",25,20,1,"W",50,"U",2016
2016-10-30,"Week 8","TB","OAK",24,30,-1,"L",48,"O",2016
2016-10-31,"Week 8","CHI","MIN",20,10,4.5,"W",39.5,"U",2016
2016-11-03,"Week 9","TB","ATL",28,43,4.5,"L",49,"O",2016
2016-11-06,"Week 9","MIA","NYJ",27,23,-3.5,"W",45,"O",2016
2016-11-06,"Week 9","BAL","PIT",21,14,3.5,"W",46,"U",2016
2016-11-06,"Week 9","CLE","DAL",10,35,7,"L",49,"U",2016
2016-11-06,"Week 9","KC","JAX",19,14,-7,"L",42.5,"U",2016
2016-11-06,"Week 9","LAC","TEN",43,35,-3.5,"W",47.5,"O",2016
2016-11-06,"Week 9","OAK","DEN",30,20,-1,"W",44.5,"O",2016
2016-11-06,"Week 9","NYG","PHI",28,23,-3,"W",42.5,"O",2016
2016-11-06,"Week 9","GB","IND",26,31,-7.5,"L",52,"O",2016
2016-11-06,"Week 9","MIN","DET",16,22,-4.5,"L",42.5,"U",2016
2016-11-06,"Week 9","LAR","CAR",10,13,3,"P",44.5,"U",2016
2016-11-06,"Week 9","SF","NO",23,41,5,"L",53,"O",2016
2016-11-07,"Week 9","SEA","BUF",31,25,-5.5,"W",43.5,"O",2016
2016-11-10,"Week 10","BAL","CLE",28,7,-7.5,"W",44,"U",2016
2016-11-13,"Week 10","NE","SEA",24,31,-7.5,"L",49.5,"O",2016
2016-11-13,"Week 10","NYJ","LAR",6,9,1,"L",39,"U",2016
2016-11-13,"Week 10","PIT","DAL",30,35,-3,"L",50.5,"O",2016
2016-11-13,"Week 10","JAX","HOU",21,24,-3,"L",42,"O",2016
2016-11-13,"Week 10","TEN","GB",47,25,3,"W",48.5,"O",2016
2016-11-13,"Week 10","LAC","MIA",24,31,-4,"L",48.5,"O",2016
2016-11-13,"Week 10","PHI","ATL",24,15,-2,"W",48.5,"U",2016
2016-11-13,"Week 10","WAS","MIN",26,20,-2.5,"W",42,"O",2016
2016-11-13,"Week 10","CAR","KC",17,20,-3,"L",44,"U",2016
2016-11-13,"Week 10","NO","DEN",23,25,-3,"L",50,"U",2016
2016-11-13,"Week 10","TB","CHI",36,10,2.5,"W",45,"O",2016
2016-11-13,"Week 10","ARZ","SF",23,20,-13.5,"L",46.5,"U",2016
2016-11-14,"Week 10","NYG","CIN",21,20,1,"W",49.5,"U",2016
2016-11-17,"Week 11","CAR","NO",23,20,-3.5,"L",52.5,"U",2016
2016-11-20,"Week 11","CIN","BUF",12,16,-2.5,"L",48,"U",2016
2016-11-20,"Week 11","CLE","PIT",9,24,8,"L",45.5,"U",2016
2016-11-20,"Week 11","IND","TEN",24,17,-3,"W",53.5,"U",2016
2016-11-20,"Week 11","KC","TB",17,19,-7,"L",45,"U",2016
2016-11-20,"Week 11","DAL","BAL",27,17,-7,"W",44.5,"U",2016
2016-11-20,"Week 11","NYG","CHI",22,16,-7,"L",41.5,"U",2016
2016-11-20,"Week 11","WAS","GB",42,24,-3,"W",48,"O",2016
2016-11-20,"Week 11","DET","JAX",26,19,-5.5,"W",47,"U",2016
2016-11-20,"Week 11","MIN","ARZ",30,24,-2,"W",39.5,"O",2016
2016-11-20,"Week 11","LAR","MIA",10,14,-1,"L",39,"U",2016
2016-11-20,"Week 11","SF","NE",17,30,10.5,"L",51.5,"U",2016
2016-11-20,"Week 11","SEA","PHI",26,15,-6.5,"W",42.5,"U",2016
2016-11-21,"Week 11","OAK","HOU",27,20,-6.5,"W",45.5,"O",2016
2016-11-24,"Week 12","IND","PIT",7,28,8,"L",50,"U",2016
2016-11-24,"Week 12","DAL","WAS",31,26,-5.5,"L",53,"O",2016
2016-11-24,"Week 12","DET","MIN",16,13,-1.5,"W",42,"U",2016
2016-11-27,"Week 12","BUF","JAX",28,21,-8.5,"L",43.5,"O",2016
2016-11-27,"Week 12","MIA","SF",31,24,-7.5,"L",44.5,"O",2016
2016-11-27,"Week 12","NYJ","NE",17,22,8.5,"W",48,"U",2016
2016-11-27,"Week 12","BAL","CIN",19,14,-3.5,"W",41.5,"U",2016
2016-11-27,"Week 12","CLE","NYG",13,27,6.5,"L",46.5,"U",2016
2016-11-27,"Week 12","HOU","LAC",13,21,2.5,"L",45.5,"U",2016
2016-11-27,"Week 12","DEN","KC",27,30,-3.5,"L",40,"O",2016
2016-11-27,"Week 12","OAK","CAR",35,32,-3.5,"L",48.5,"O",2016
2016-11-27,"Week 12","CHI","TEN",21,27,6.5,"W",41.5,"O",2016
2016-11-27,"Week 12","ATL","ARZ",38,19,-4,"W",49,"O",2016
2016-11-27,"Week 12","NO","LAR",49,21,-8,"W",45,"O",2016
2016-11-27,"Week 12","TB","SEA",14,5,5,"W",46,"U",2016
2016-11-28,"Week 12","PHI","GB",13,27,-4,"L",47,"U",2016
2016-12-01,"Week 13","MIN","DAL",15,17,3,"W",43.5,"U",2016
2016-12-04,"Week 13","NE","LAR",26,10,-13,"W",44.5,"U",2016
2016-12-04,"Week 13","BAL","MIA",38,6,-3.5,"W",41.5,"O",2016
2016-12-04,"Week 13","CIN","PHI",32,14,-2,"W",42,"O",2016
2016-12-04,"Week 13","PIT","NYG",24,14,-6.5,"W",49.5,"U",2016
2016-12-04,"Week 13","JAX","DEN",10,20,3.5,"L",38.5,"U",2016
2016-12-04,"Week 13","LAC","TB",21,28,-3.5,"L",49,"P",2016
2016-12-04,"Week 13","OAK","BUF",38,24,-3,"W",48.5,"O",2016
2016-12-04,"Week 13","GB","HOU",21,13,-6.5,"W",44.5,"U",2016
2016-12-04,"Week 13","ATL","KC",28,29,-5,"L",50,"O",2016
2016-12-04,"Week 13","NO","DET",13,28,-6.5,"L",53,"U",2016
2016-12-04,"Week 13","ARZ","WAS",31,23,-2.5,"W",48.5,"O",2016
2016-12-04,"Week 13","SEA","CAR",40,7,-8,"W",43.5,"O",2016
2016-12-05,"Week 13","NYJ","IND",10,41,-1,"L",48.5,"O",2016
2016-12-08,"Week 14","KC","OAK",21,13,-3.5,"W",46,"U",2016
2016-12-11,"Week 14","BUF","PIT",20,27,1,"L",45.5,"O",2016
2016-12-11,"Week 14","MIA","ARZ",26,23,2,"W",44,"O",2016
2016-12-11,"Week 14","CLE","CIN",10,23,4.5,"L",42,"U",2016
2016-12-11,"Week 14","IND","HOU",17,22,-6.5,"L",47.5,"U",2016
2016-12-11,"Week 14","JAX","MIN",16,25,3,"L",38,"O",2016
2016-12-11,"Week 14","TEN","DEN",13,10,-2,"W",44,"U",2016
2016-12-11,"Week 14","NYG","DAL",10,7,3.5,"W",47,"U",2016
2016-12-11,"Week 14","PHI","WAS",22,27,2,"L",48.5,"O",2016
2016-12-11,"Week 14","DET","CHI",20,17,-7.5,"L",42,"U",2016
2016-12-11,"Week 14","GB","SEA",38,10,3,"W",47,"O",2016
2016-12-11,"Week 14","CAR","LAC",28,16,-1,"W",48.5,"U",2016
2016-12-11,"Week 14","TB","NO",16,11,-2,"W",52,"U",2016
2016-12-11,"Week 14","LAR","ATL",14,42,4.5,"L",44,"O",2016
2016-12-11,"Week 14","SF","NYJ",17,23,-3,"L",42.5,"U",2016
2016-12-12,"Week 14","NE","BAL",30,23,-6,"W",45,"O",2016
2016-12-15,"Week 15","SEA","LAR",24,3,-15,"W",39.5,"U",2016
2016-12-17,"Week 15","NYJ","MIA",13,34,2.5,"L",40,"O",2016
2016-12-18,"Week 15","BUF","CLE",33,13,-10.5,"W",43,"O",2016
2016-12-18,"Week 15","BAL","PHI",27,26,-5,"L",41,"O",2016
2016-12-18,"Week 15","CIN","PIT",20,24,3,"L",45.5,"U",2016
2016-12-18,"Week 15","HOU","JAX",21,20,-3.5,"L",39.5,"O",2016
2016-12-18,"Week 15","DEN","NE",3,16,3,"L",43,"U",2016
2016-12-18,"Week 15","KC","TEN",17,19,-6,"L",43,"U",2016
2016-12-18,"Week 15","LAC","OAK",16,19,2.5,"L",49.5,"U",2016
2016-12-18,"Week 15","DAL","TB",26,20,-7,"L",47.5,"U",2016
2016-12-18,"Week 15","NYG","DET",17,6,-4,"W",42.5,"U",2016
2016-12-18,"Week 15","CHI","GB",27,30,4.5,"W",40,"O",2016
2016-12-18,"Week 15","MIN","IND",6,34,-5,"L",44.5,"U",2016
2016-12-18,"Week 15","ATL","SF",41,13,-13.5,"W",51.5,"O",2016
2016-12-18,"Week 15","ARZ","NO",41,48,-3,"L",48.5,"O",2016
2016-12-19,"Week 15","WAS","CAR",15,26,-7,"L",50.5,"U",2016
2016-12-22,"Week 16","PHI","NYG",24,19,-1.5,"W",42.5,"O",2016
2016-12-24,"Week 16","BUF","MIA",31,34,-4.5,"L",44.5,"O",2016
2016-12-24,"Week 16","NE","NYJ",41,3,-17,"W",45,"U",2016
2016-12-24,"Week 16","CLE","LAC",20,17,4.5,"W",45,"U",2016
2016-12-24,"Week 16","HOU","CIN",12,10,-3,"L",41.5,"U",2016
2016-12-24,"Week 16","JAX","TEN",38,17,4,"W",44,"O",2016
2016-12-24,"Week 16","OAK","IND",33,25,-3.5,"W",52,"O",2016
2016-12-24,"Week 16","CHI","WAS",21,41,3,"L",49,"O",2016
2016-12-24,"Week 16","GB","MIN",38,25,-6,"W",44.5,"O",2016
2016-12-24,"Week 16","CAR","ATL",16,33,3,"L",49,"P",2016
2016-12-24,"Week 16","NO","TB",31,24,-3,"W",53,"O",2016
2016-12-24,"Week 16","LAR","SF",21,22,-6,"L",39.5,"O",2016
2016-12-24,"Week 16","SEA","ARZ",31,34,-9,"L",43.5,"O",2016
2016-12-25,"Week 16","PIT","BAL",31,27,-5.5,"L",46.5,"O",2016
2016-12-25,"Week 16","KC","DEN",33,10,-3.5,"W",38,"O",2016
2016-12-26,"Week 16","DAL","DET",42,21,-6.5,"W",46.5,"O",2016
2017-01-01,"Week 17","MIA","NE",14,35,7.5,"L",47,"O",2016
2017-01-01,"Week 17","NYJ","BUF",30,10,3.5,"W",43,"U",2016
2017-01-01,"Week 17","CIN","BAL",27,10,2.5,"W",40.5,"U",2016
2017-01-01,"Week 17","PIT","CLE",27,24,-3,"P",41.5,"O",2016
2017-01-01,"Week 17","IND","JAX",24,20,-5.5,"L",48.5,"U",2016
2017-01-01,"Week 17","TEN","HOU",24,17,-3,"W",41.5,"U",2016
2017-01-01,"Week 17","DEN","OAK",24,6,-1,"W",40,"U",2016
2017-01-01,"Week 17","LAC","KC",27,37,5.5,"L",45,"O",2016
2017-01-01,"Week 17","PHI","DAL",27,13,-6.5,"W",44,"U",2016
2017-01-01,"Week 17","WAS","NYG",10,19,-9,"L",47.5,"U",2016
2017-01-01,"Week 17","DET","GB",24,31,3.5,"L",50,"O",2016
2017-01-01,"Week 17","MIN","CHI",38,10,-6,"W",44,"O",2016
2017-01-01,"Week 17","ATL","NO",38,32,-7.5,"L",58.5,"O",2016
2017-01-01,"Week 17","TB","CAR",17,16,-3,"L",44.5,"U",2016
2017-01-01,"Week 17","LAR","ARZ",6,44,7,"L",39,"O",2016
2017-01-01,"Week 17","SF","SEA",23,25,11.5,"W",45,"O",2016
2017-01-07,"Wildcard","HOU","OAK",27,14,-4,"W",38,"O",2016
2017-01-07,"Wildcard","SEA","DET",26,6,-8,"W",45.5,"U",2016
2017-01-08,"Wildcard","PIT","MIA",30,12,-11,"W",47.5,"U",2016
2017-01-08,"Wildcard","GB","NYG",38,13,-5,"W",46.5,"O",2016
2017-01-14,"Divisional","NE","HOU",34,16,-16,"W",44,"O",2016
2017-01-14,"Divisional","ATL","SEA",36,20,-6.5,"W",51,"O",2016
2017-01-15,"Divisional","KC","PIT",16,18,-2.5,"L",45.5,"U",2016
2017-01-15,"Divisional","DAL","GB",31,34,-5.5,"L",52.5,"O",2016
2017-01-22,"Conference","NE","PIT",36,17,-5.5,"W",50,"O",2016
2017-01-22,"Conference","ATL","GB",44,21,-6.5,"W",59.5,"O",2016
2017-02-05,"Super Bowl","ATL","NE",28,34,3,"L",57,"O",2016
2017-09-07,"Week 1","NE","KC",27,42,-8,"L",47.5,"O",2017
2017-09-10,"Week 1","BUF","NYJ",21,12,-7,"W",42,"U",2017
2017-09-10,"Week 1","CIN","BAL",0,20,-2.5,"L",41.5,"U",2017
2017-09-10,"Week 1","CLE","PIT",18,21,10,"W",47,"U",2017
2017-09-10,"Week 1","HOU","JAX",7,29,-5.5,"L",38,"U",2017
2017-09-10,"Week 1","TEN","OAK",16,26,-2.5,"L",49.5,"U",2017
2017-09-10,"Week 1","DAL","NYG",19,3,-6,"W",46.5,"U",2017
2017-09-10,"Week 1","WAS","PHI",17,30,2,"L",49.5,"U",2017
2017-09-10,"Week 1","CHI","ATL",17,23,6.5,"W",48,"U",2017
2017-09-10,"Week 1","DET","ARZ",35,23,2.5,"W",48.5,"O",2017
2017-09-10,"Week 1","GB","SEA",17,9,-2.5,"W",49.5,"U",2017
2017-09-10,"Week 1","LAR","IND",46,9,-3.5,"W",41.5,"O",2017
2017-09-10,"Week 1","SF","CAR",3,23,4.5,"L",45.5,"U",2017
2017-09-11,"Week 1","DEN","LAC",24,21,-3,"P",41.5,"O",2017
2017-09-11,"Week 1","MIN","NO",29,19,-3,"W",47.5,"O",2017
2017-09-14,"Week 2","CIN","HOU",9,13,-5,"L",38,"U",2017
2017-09-17,"Week 2","BAL","CLE",24,10,-7.5,"W",39.5,"U",2017
2017-09-17,"Week 2","PIT","MIN",26,9,-8.5,"W",43,"U",2017
2017-09-17,"Week 2","IND","ARZ",13,16,7,"W",44,"U",2017
2017-09-17,"Week 2","JAX","TEN",16,37,1,"L",42,"O",2017
2017-09-17,"Week 2","DEN","DAL",42,17,2.5,"W",44,"O",2017
2017-09-17,"Week 2","KC","PHI",27,20,-4,"W",46.5,"O",2017
2017-09-17,"Week 2","LAC","MIA",17,19,-3.5,"L",46,"U",2017
2017-09-17,"Week 2","OAK","NYJ",45,20,-14,"W",44,"O",2017
2017-09-17,"Week 2","ATL","GB",34,23,-3,"W",55,"O",2017
2017-09-17,"Week 2","CAR","BUF",9,3,-6.5,"L",43,"U",2017
2017-09-17,"Week 2","NO","NE",20,36,5.5,"L",55,"O",2017
2017-09-17,"Week 2","TB","CHI",29,7,-7,"W",44,"U",2017
2017-09-17,"Week 2","LAR","WAS",20,27,-3,"L",46.5,"O",2017
2017-09-17,"Week 2","SEA","SF",12,9,-13.5,"L",42,"U",2017
2017-09-18,"Week 2","NYG","DET",10,24,-3,"L",42,"U",2017
2017-09-21,"Week 3","SF","LAR",39,41,3,"W",40.5,"O",2017
2017-09-24,"Week 3","BUF","DEN",26,16,3.5,"W",40,"O",2017
2017-09-24,"Week 3","NE","HOU",36,33,-13.5,"L",44.5,"O",2017
2017-09-24,"Week 3","NYJ","MIA",20,6,5.5,"W",43,"U",2017
2017-09-24,"Week 3","IND","CLE",31,28,1,"W",42,"O",2017
2017-09-24,"Week 3","JAX","BAL",44,7,3,"W",38,"O",2017
2017-09-24,"Week 3","TEN","SEA",33,27,-2,"W",42,"O",2017
2017-09-24,"Week 3","LAC","KC",10,24,3,"L",47.5,"U",2017
2017-09-24,"Week 3","PHI","NYG",27,24,-5,"L",43,"O",2017
2017-09-24,"Week 3","WAS","OAK",27,10,3.5,"W",53.5,"U",2017
2017-09-24,"Week 3","CHI","PIT",23,17,7,"W",43.5,"U",2017
2017-09-24,"Week 3","DET","ATL",26,30,3,"L",51,"O",2017
2017-09-24,"Week 3","GB","CIN",27,24,-7,"L",47.5,"O",2017
2017-09-24,"Week 3","CAR","NO",13,34,-5,"L",46.5,"O",2017
2017-09-25,"Week 3","ARZ","DAL",17,28,3,"L",46.5,"U",2017
2017-09-28,"Week 4","GB","CHI",35,14,-7.5,"W",44,"O",2017
2017-10-01,"Week 4","MIA","NO",0,20,4,"L",51.5,"U",2017
2017-10-01,"Week 4","NE","CAR",30,33,-9,"L",48,"O",2017
2017-10-01,"Week 4","NYJ","JAX",23,20,4,"W",38.5,"O",2017
2017-10-01,"Week 4","BAL","PIT",9,26,3.5,"L",42,"U",2017
2017-10-01,"Week 4","CLE","CIN",7,31,3,"L",41.5,"U",2017
2017-10-01,"Week 4","HOU","TEN",57,14,2.5,"W",43,"O",2017
2017-10-01,"Week 4","DEN","OAK",16,10,-3.5,"W",44,"U",2017
2017-10-01,"Week 4","LAC","PHI",24,26,-2,"L",48,"O",2017
2017-10-01,"Week 4","DAL","LAR",30,35,-5,"L",51,"O",2017
2017-10-01,"Week 4","MIN","DET",7,14,-2.5,"L",43,"U",2017
2017-10-01,"Week 4","ATL","BUF",17,23,-8,"L",48,"U",2017
2017-10-01,"Week 4","TB","NYG",25,23,-2.5,"L",45.5,"O",2017
2017-10-01,"Week 4","ARZ","SF",18,15,-6,"L",43,"U",2017
2017-10-01,"Week 4","SEA","IND",46,18,-12.5,"W",41.5,"O",2017
2017-10-02,"Week 4","KC","WAS",29,20,-6.5,"W",48,"O",2017
2017-10-05,"Week 5","TB","NE",14,19,3.5,"L",54.5,"U",2017
2017-10-08,"Week 5","CIN","BUF",20,16,-3,"W",39,"U",2017
2017-10-08,"Week 5","CLE","NYJ",14,17,1.5,"L",41.5,"U",2017
2017-10-08,"Week 5","PIT","JAX",9,30,-7.5,"L",41,"U",2017
2017-10-08,"Week 5","HOU","KC",34,42,2,"L",45,"O",2017
2017-10-08,"Week 5","IND","SF",26,23,-1,"W",43.5,"O",2017
2017-10-08,"Week 5","OAK","BAL",17,30,-3,"L",40.5,"O",2017
