"date","type","home.team","away.team","home.score","away.score","home.line","over.under","season"
2013-11-17,"Week 11","New Orleans","San Francisco",23,20,-3.5,50,2013
2013-11-17,"Week 11","Tampa Bay","Atlanta",41,28,-1,43.5,2013
2013-11-17,"Week 11","Seattle","Minnesota",41,20,-13,45,2013
2013-11-18,"Week 11","Carolina","New England",24,20,-3,46.5,2013
2013-11-21,"Week 12","Atlanta","New Orleans",13,17,7.5,52.5,2013
2013-11-24,"Week 12","Miami","Carolina",16,20,4.5,40,2013
2013-11-24,"Week 12","New England","Denver",34,31,-1,54,2013
2013-11-24,"Week 12","Baltimore","N.Y. Jets",19,3,-4,38,2013
2013-11-24,"Week 12","Cleveland","Pittsburgh",11,27,-2.5,40,2013
2013-11-24,"Week 12","Houston","Jacksonville",6,13,-10.5,44,2013
2013-11-24,"Week 12","Kansas City","L.A. Chargers",38,41,-3.5,43,2013
2013-11-24,"Week 12","Oakland","Tennessee",19,23,2.5,42,2013
2013-11-24,"Week 12","N.Y. Giants","Dallas",21,24,-2.5,44.5,2013
2013-11-24,"Week 12","Detroit","Tampa Bay",21,24,-7.5,48.5,2013
2013-11-24,"Week 12","Green Bay","Minnesota",26,26,-5.5,44.5,2013
2013-11-24,"Week 12","Arizona","Indianapolis",40,11,-3.5,44.5,2013
2013-11-24,"Week 12","L.A. Rams","Chicago",42,21,-1,46,2013
2013-11-25,"Week 12","Washington","San Francisco",6,27,5.5,45.5,2013
2013-11-28,"Week 13","Baltimore","Pittsburgh",22,20,-3,39.5,2013
2013-11-28,"Week 13","Dallas","Oakland",31,24,-10,49.5,2013
2013-11-28,"Week 13","Detroit","Green Bay",40,10,-7,48.5,2013
2013-12-01,"Week 13","Buffalo","Atlanta",31,34,-5,48,2013
2013-12-01,"Week 13","N.Y. Jets","Miami",3,23,1,39.5,2013
2013-12-01,"Week 13","Cleveland","Jacksonville",28,32,-7.5,39.5,2013
2013-12-01,"Week 13","Houston","New England",31,34,7,49,2013
2013-12-01,"Week 13","Indianapolis","Tennessee",22,14,-3.5,46,2013
2013-12-01,"Week 13","Kansas City","Denver",28,35,5,49.5,2013
2013-12-01,"Week 13","L.A. Chargers","Cincinnati",10,17,2.5,48.5,2013
2013-12-01,"Week 13","Philadelphia","Arizona",24,21,-3.5,48,2013
2013-12-01,"Week 13","Washington","N.Y. Giants",17,24,-1,45.5,2013
2013-12-01,"Week 13","Minnesota","Chicago",23,20,-2.5,48.5,2013
2013-12-01,"Week 13","Carolina","Tampa Bay",27,6,-7.5,41,2013
2013-12-01,"Week 13","San Francisco","L.A. Rams",23,13,-7.5,40.5,2013
2013-12-02,"Week 13","Seattle","New Orleans",34,7,-6.5,48.5,2013
2013-12-05,"Week 14","Jacksonville","Houston",27,20,3,43.5,2013
2013-12-08,"Week 14","New England","Cleveland",27,26,-9.5,47.5,2013
2013-12-08,"Week 14","N.Y. Jets","Oakland",37,27,-3,39,2013
2013-12-08,"Week 14","Baltimore","Minnesota",29,26,-6,41.5,2013
2013-12-08,"Week 14","Cincinnati","Indianapolis",42,28,-7,43,2013
2013-12-08,"Week 14","Pittsburgh","Miami",28,34,-3,40.5,2013
2013-12-08,"Week 14","Denver","Tennessee",51,28,-13,49.5,2013
2013-12-08,"Week 14","L.A. Chargers","N.Y. Giants",37,14,-4,47,2013
2013-12-08,"Week 14","Philadelphia","Detroit",34,20,-2.5,51,2013
2013-12-08,"Week 14","Washington","Kansas City",10,45,3.5,44,2013
2013-12-08,"Week 14","Green Bay","Atlanta",22,21,-3.5,47,2013
2013-12-08,"Week 14","New Orleans","Carolina",31,13,-3,47,2013
2013-12-08,"Week 14","Tampa Bay","Buffalo",27,6,-3,42.5,2013
2013-12-08,"Week 14","Arizona","L.A. Rams",30,10,-4.5,41,2013
2013-12-08,"Week 14","San Francisco","Seattle",19,17,-2.5,41,2013
2013-12-09,"Week 14","Chicago","Dallas",45,28,-1.5,49,2013
2013-12-12,"Week 15","Denver","L.A. Chargers",20,27,-10,56.5,2013
2013-12-15,"Week 15","Miami","New England",24,20,-2.5,46.5,2013
2013-12-15,"Week 15","Cleveland","Chicago",31,38,-1,43.5,2013
2013-12-15,"Week 15","Pittsburgh","Cincinnati",30,20,2.5,44.5,2013
2013-12-15,"Week 15","Indianapolis","Houston",25,3,-6,47,2013
2013-12-15,"Week 15","Jacksonville","Buffalo",20,27,4,43,2013
2013-12-15,"Week 15","Tennessee","Arizona",34,37,2.5,43,2013
2013-12-15,"Week 15","Oakland","Kansas City",31,56,6.5,44,2013
2013-12-15,"Week 15","Dallas","Green Bay",36,37,-4,50,2013
2013-12-15,"Week 15","N.Y. Giants","Seattle",0,23,9.5,43.5,2013
2013-12-15,"Week 15","Minnesota","Philadelphia",48,30,6.5,53,2013
2013-12-15,"Week 15","Atlanta","Washington",27,26,-5.5,50,2013
2013-12-15,"Week 15","Carolina","N.Y. Jets",30,20,-10,41,2013
2013-12-15,"Week 15","Tampa Bay","San Francisco",14,33,4.5,41,2013
2013-12-15,"Week 15","L.A. Rams","New Orleans",27,16,6.5,47.5,2013
2013-12-16,"Week 15","Detroit","Baltimore",16,18,-4.5,49,2013
2013-12-22,"Week 16","Buffalo","Miami",19,0,-1,42,2013
2013-12-22,"Week 16","N.Y. Jets","Cleveland",24,13,-2.5,41.5,2013
2013-12-22,"Week 16","Baltimore","New England",7,41,1.5,45.5,2013
2013-12-22,"Week 16","Cincinnati","Minnesota",42,14,-7.5,48,2013
2013-12-22,"Week 16","Houston","Denver",13,37,10,53,2013
2013-12-22,"Week 16","Jacksonville","Tennessee",16,20,4,44,2013
2013-12-22,"Week 16","Kansas City","Indianapolis",7,23,-7.5,46.5,2013
2013-12-22,"Week 16","L.A. Chargers","Oakland",26,13,-10,50,2013
2013-12-22,"Week 16","Philadelphia","Chicago",54,11,-2.5,53.5,2013
2013-12-22,"Week 16","Washington","Dallas",23,24,3,51,2013
2013-12-22,"Week 16","Detroit","N.Y. Giants",20,23,-9.5,47,2013
2013-12-22,"Week 16","Green Bay","Pittsburgh",31,38,1,43.5,2013
2013-12-22,"Week 16","Carolina","New Orleans",17,13,-3.5,44.5,2013
2013-12-22,"Week 16","L.A. Rams","Tampa Bay",23,13,-3.5,43,2013
2013-12-22,"Week 16","Seattle","Arizona",10,17,-8,42.5,2013
2013-12-23,"Week 16","San Francisco","Atlanta",34,24,-14,46,2013
2013-12-29,"Week 17","Miami","N.Y. Jets",7,20,-7.5,41,2013
2013-12-29,"Week 17","New England","Buffalo",34,20,-7.5,46.5,2013
2013-12-29,"Week 17","Cincinnati","Baltimore",34,17,-6.5,43,2013
2013-12-29,"Week 17","Pittsburgh","Cleveland",20,7,-9.5,44.5,2013
2013-12-29,"Week 17","Indianapolis","Jacksonville",30,10,-11,45,2013
2013-12-29,"Week 17","Tennessee","Houston",16,10,-7,44.5,2013
2013-12-29,"Week 17","L.A. Chargers","Kansas City",27,24,-15.5,45,2013
2013-12-29,"Week 17","Oakland","Denver",14,34,10,53.5,2013
2013-12-29,"Week 17","Dallas","Philadelphia",22,24,7.5,54,2013
2013-12-29,"Week 17","N.Y. Giants","Washington",20,6,-3.5,44,2013
2013-12-29,"Week 17","Chicago","Green Bay",28,33,3,51,2013
2013-12-29,"Week 17","Minnesota","Detroit",14,13,2.5,50,2013
2013-12-29,"Week 17","Atlanta","Carolina",20,21,5,46.5,2013
2013-12-29,"Week 17","New Orleans","Tampa Bay",42,17,-11,47,2013
2013-12-29,"Week 17","Arizona","San Francisco",20,23,-3,41,2013
2013-12-29,"Week 17","Seattle","L.A. Rams",27,9,-13,41,2013
2014-01-04,"Wildcard","Indianapolis","Kansas City",45,44,1.5,48,2013
2014-01-04,"Wildcard","Philadelphia","New Orleans",24,26,-3,54.5,2013
2014-01-05,"Wildcard","Cincinnati","L.A. Chargers",10,27,-6.5,47.5,2013
2014-01-05,"Wildcard","Green Bay","San Francisco",20,23,3.5,46.5,2013
2014-01-11,"Divisional","New England","Indianapolis",43,22,-7.5,51,2013
2014-01-11,"Divisional","Seattle","New Orleans",23,15,-10,44,2013
2014-01-12,"Divisional","Denver","L.A. Chargers",24,17,-8,55,2013
2014-01-12,"Divisional","Carolina","San Francisco",10,23,NA,41,2013
2014-01-19,"Conference","Denver","New England",26,16,-5,56.5,2013
2014-01-19,"Conference","Seattle","San Francisco",23,17,-4,40.5,2013
2014-02-02,"Super Bowl","Denver","Seattle",8,43,-1.5,47,2013
2014-09-04,"Week 1","Seattle","Green Bay",36,16,-4.5,46.5,2014
2014-09-07,"Week 1","Miami","New England",33,20,3.5,47.5,2014
2014-09-07,"Week 1","N.Y. Jets","Oakland",19,14,-6.5,41,2014
2014-09-07,"Week 1","Baltimore","Cincinnati",16,23,-1,43.5,2014
2014-09-07,"Week 1","Pittsburgh","Cleveland",30,27,-5.5,41.5,2014
2014-09-07,"Week 1","Houston","Washington",17,6,-3,43.5,2014
2014-09-07,"Week 1","Denver","Indianapolis",31,24,-8,53,2014
2014-09-07,"Week 1","Kansas City","Tennessee",10,26,-3,45.5,2014
2014-09-07,"Week 1","Dallas","San Francisco",17,28,3.5,49,2014
2014-09-07,"Week 1","Philadelphia","Jacksonville",34,17,-10,49,2014
2014-09-07,"Week 1","Chicago","Buffalo",20,23,-7,47,2014
2014-09-07,"Week 1","Atlanta","New Orleans",37,34,3,51,2014
2014-09-07,"Week 1","Tampa Bay","Carolina",14,20,-5.5,38.5,2014
2014-09-07,"Week 1","L.A. Rams","Minnesota",6,34,-3,43.5,2014
2014-09-08,"Week 1","Detroit","N.Y. Giants",35,14,-6.5,46,2014
2014-09-08,"Week 1","Arizona","L.A. Chargers",18,17,-3,45,2014
2014-09-11,"Week 2","Baltimore","Pittsburgh",26,6,-2.5,44,2014
2014-09-14,"Week 2","Buffalo","Miami",29,10,-1.5,43,2014
2014-09-14,"Week 2","Cincinnati","Atlanta",24,10,-5.5,48.5,2014
2014-09-14,"Week 2","Cleveland","New Orleans",26,24,4.5,49.5,2014
2014-09-14,"Week 2","Tennessee","Dallas",10,26,-3,49.5,2014
2014-09-14,"Week 2","Denver","Kansas City",24,17,-13,49,2014
2014-09-14,"Week 2","L.A. Chargers","Seattle",30,21,4.5,45,2014
2014-09-14,"Week 2","Oakland","Houston",14,30,3,41,2014
2014-09-14,"Week 2","N.Y. Giants","Arizona",14,25,-1,41.5,2014
2014-09-14,"Week 2","Washington","Jacksonville",41,10,-5,43,2014
2014-09-14,"Week 2","Green Bay","N.Y. Jets",31,24,-7,46.5,2014
2014-09-14,"Week 2","Minnesota","New England",7,30,3.5,49,2014
2014-09-14,"Week 2","Carolina","Detroit",24,7,-1,43.5,2014
2014-09-14,"Week 2","Tampa Bay","L.A. Rams",17,19,-4,37.5,2014
2014-09-14,"Week 2","San Francisco","Chicago",20,28,-7,47,2014
2014-09-15,"Week 2","Indianapolis","Philadelphia",27,30,-3,53.5,2014
2014-09-18,"Week 3","Atlanta","Tampa Bay",56,14,-6.5,47,2014
2014-09-21,"Week 3","Buffalo","L.A. Chargers",10,22,-2.5,45.5,2014
2014-09-21,"Week 3","Miami","Kansas City",15,34,-5.5,43,2014
2014-09-21,"Week 3","New England","Oakland",16,9,-14,47.5,2014
2014-09-21,"Week 3","Cincinnati","Tennessee",33,7,-6.5,44.5,2014
2014-09-21,"Week 3","Cleveland","Baltimore",21,23,2,43,2014
2014-09-21,"Week 3","Jacksonville","Indianapolis",17,44,6,45.5,2014
2014-09-21,"Week 3","N.Y. Giants","Houston",30,17,-1,41.5,2014
2014-09-21,"Week 3","Philadelphia","Washington",37,34,-4,50.5,2014
2014-09-21,"Week 3","Detroit","Green Bay",19,7,-1,51,2014
2014-09-21,"Week 3","Carolina","Pittsburgh",19,37,-3,42,2014
2014-09-21,"Week 3","New Orleans","Minnesota",20,9,-10,49.5,2014
2014-09-21,"Week 3","Arizona","San Francisco",23,14,3,41.5,2014
2014-09-21,"Week 3","L.A. Rams","Dallas",31,34,1.5,45,2014
2014-09-21,"Week 3","Seattle","Denver",26,20,-4,48,2014
2014-09-22,"Week 3","N.Y. Jets","Chicago",19,27,-1.5,44.5,2014
2014-09-25,"Week 4","Washington","N.Y. Giants",14,45,-3,44.5,2014
2014-09-28,"Week 4","N.Y. Jets","Detroit",17,24,-2,43.5,2014
2014-09-28,"Week 4","Baltimore","Carolina",38,10,-3.5,42.5,2014
2014-09-28,"Week 4","Pittsburgh","Tampa Bay",24,27,-7.5,44.5,2014
2014-09-28,"Week 4","Houston","Buffalo",23,17,-3,44,2014
2014-09-28,"Week 4","Indianapolis","Tennessee",41,17,-7.5,45.5,2014
2014-09-28,"Week 4","L.A. Chargers","Jacksonville",33,14,-13,45,2014
2014-09-28,"Week 4","Oakland","Miami",14,38,4,41,2014
2014-09-28,"Week 4","Dallas","New Orleans",38,17,3,53.5,2014
2014-09-28,"Week 4","Chicago","Green Bay",17,38,2,51,2014
2014-09-28,"Week 4","Minnesota","Atlanta",41,28,5,47.5,2014
2014-09-28,"Week 4","San Francisco","Philadelphia",26,21,-3.5,49.5,2014
2014-09-29,"Week 4","Kansas City","New England",41,14,3,45,2014
2014-10-02,"Week 5","Green Bay","Minnesota",42,10,-8.5,46.5,2014
2014-10-05,"Week 5","New England","Cincinnati",43,17,2.5,46,2014
2014-10-05,"Week 5","Indianapolis","Baltimore",20,13,-2.5,49.5,2014
2014-10-05,"Week 5","Jacksonville","Pittsburgh",9,17,6,47,2014
2014-10-05,"Week 5","Tennessee","Cleveland",28,29,1,44.5,2014
2014-10-05,"Week 5","Denver","Arizona",41,20,-8,47,2014
2014-10-05,"Week 5","L.A. Chargers","N.Y. Jets",31,0,-7,44.5,2014
2014-10-05,"Week 5","Dallas","Houston",20,17,-5,47.5,2014
2014-10-05,"Week 5","N.Y. Giants","Atlanta",30,20,-4,50.5,2014
2014-10-05,"Week 5","Philadelphia","L.A. Rams",34,28,-3.5,48,2014
2014-10-05,"Week 5","Detroit","Buffalo",14,17,-4.5,43,2014
2014-10-05,"Week 5","Carolina","Chicago",31,24,-1.5,46.5,2014
2014-10-05,"Week 5","New Orleans","Tampa Bay",37,31,-11,47.5,2014
2014-10-05,"Week 5","San Francisco","Kansas City",22,17,-4.5,43,2014
2014-10-06,"Week 5","Washington","Seattle",17,27,7,45.5,2014
2014-10-09,"Week 6","Houston","Indianapolis",28,33,2.5,46,2014
2014-10-12,"Week 6","Buffalo","New England",22,37,-1,44,2014
2014-10-12,"Week 6","Miami","Green Bay",24,27,1.5,46.5,2014
2014-10-12,"Week 6","N.Y. Jets","Denver",17,31,10,47,2014
2014-10-12,"Week 6","Cincinnati","Carolina",37,37,-7,44,2014
2014-10-12,"Week 6","Cleveland","Pittsburgh",31,10,-2.5,46.5,2014
2014-10-12,"Week 6","Tennessee","Jacksonville",16,14,-4,42.5,2014
2014-10-12,"Week 6","Oakland","L.A. Chargers",28,31,7.5,43.5,2014
2014-10-12,"Week 6","Philadelphia","N.Y. Giants",27,0,-1,50.5,2014
2014-10-12,"Week 6","Minnesota","Detroit",3,17,-1,43,2014
2014-10-12,"Week 6","Atlanta","Chicago",13,27,-3,55.5,2014
2014-10-12,"Week 6","Tampa Bay","Baltimore",17,48,3.5,44,2014
2014-10-12,"Week 6","Arizona","Washington",30,20,-5,47,2014
2014-10-12,"Week 6","Seattle","Dallas",23,30,-10,47,2014
2014-10-13,"Week 6","L.A. Rams","San Francisco",17,31,3.5,44,2014
2014-10-16,"Week 7","New England","N.Y. Jets",27,25,-9.5,44.5,2014
2014-10-19,"Week 7","Buffalo","Minnesota",17,16,-6.5,43.5,2014
2014-10-19,"Week 7","Baltimore","Atlanta",29,7,-7,49.5,2014
2014-10-19,"Week 7","Indianapolis","Cincinnati",27,0,-3,50.5,2014
2014-10-19,"Week 7","Jacksonville","Cleveland",24,6,4,44.5,2014
2014-10-19,"Week 7","Denver","San Francisco",42,17,-6.5,48,2014
2014-10-19,"Week 7","L.A. Chargers","Kansas City",20,23,-3,46,2014
2014-10-19,"Week 7","Oakland","Arizona",13,24,3.5,46,2014
2014-10-19,"Week 7","Dallas","N.Y. Giants",31,21,-4.5,47,2014
2014-10-19,"Week 7","Washington","Tennessee",19,17,-6,46,2014
2014-10-19,"Week 7","Chicago","Miami",14,27,-3,47.5,2014
2014-10-19,"Week 7","Detroit","New Orleans",24,23,-1.5,46.5,2014
2014-10-19,"Week 7","Green Bay","Carolina",38,17,-6.5,48.5,2014
2014-10-19,"Week 7","L.A. Rams","Seattle",28,26,6.5,44,2014
2014-10-20,"Week 7","Pittsburgh","Houston",30,23,-3,44,2014
2014-10-23,"Week 8","Denver","L.A. Chargers",35,21,-9,50.5,2014
2014-10-26,"Week 8","New England","Chicago",51,23,-5.5,51.5,2014
2014-10-26,"Week 8","N.Y. Jets","Buffalo",23,43,-3,40,2014
2014-10-26,"Week 8","Cincinnati","Baltimore",27,24,2.5,44.5,2014
2014-10-26,"Week 8","Cleveland","Oakland",23,13,-6.5,44.5,2014
2014-10-26,"Week 8","Pittsburgh","Indianapolis",51,34,5,48,2014
2014-10-26,"Week 8","Jacksonville","Miami",13,27,7,42,2014
2014-10-26,"Week 8","Tennessee","Houston",16,30,3.5,43,2014
2014-10-26,"Week 8","Kansas City","L.A. Rams",34,7,-7.5,44.5,2014
2014-10-26,"Week 8","Atlanta","Detroit",21,22,3.5,45,2014
2014-10-26,"Week 8","Carolina","Seattle",9,13,6,44.5,2014
2014-10-26,"Week 8","New Orleans","Green Bay",44,23,-2,55,2014
2014-10-26,"Week 8","Tampa Bay","Minnesota",13,19,-1,43,2014
2014-10-26,"Week 8","Arizona","Philadelphia",24,20,-1,48.5,2014
2014-10-27,"Week 8","Dallas","Washington",17,20,-9,49,2014
2014-10-30,"Week 9","Carolina","New Orleans",10,28,3,48.5,2014
2014-11-02,"Week 9","Miami","L.A. Chargers",37,0,-3,45.5,2014
2014-11-02,"Week 9","New England","Denver",43,21,3,52.5,2014
2014-11-02,"Week 9","Cincinnati","Jacksonville",33,23,-10,44,2014
2014-11-02,"Week 9","Cleveland","Tampa Bay",22,17,-7,44,2014
2014-11-02,"Week 9","Pittsburgh","Baltimore",43,23,-2.5,47.5,2014
2014-11-02,"Week 9","Houston","Philadelphia",21,31,1.5,48.5,2014
2014-11-02,"Week 9","Kansas City","N.Y. Jets",24,10,-9.5,41.5,2014
2014-11-02,"Week 9","Dallas","Arizona",17,28,-1.5,45,2014
2014-11-02,"Week 9","Minnesota","Washington",29,26,1,43.5,2014
2014-11-02,"Week 9","San Francisco","L.A. Rams",10,13,-10.5,44,2014
2014-11-02,"Week 9","Seattle","Oakland",30,24,-13.5,43.5,2014
2014-11-03,"Week 9","N.Y. Giants","Indianapolis",24,40,3,51,2014
2014-11-06,"Week 10","Cincinnati","Cleveland",3,24,-6.5,45.5,2014
2014-11-09,"Week 10","Buffalo","Kansas City",13,17,-2,42,2014
2014-11-09,"Week 10","N.Y. Jets","Pittsburgh",20,13,4.5,47,2014
2014-11-09,"Week 10","Baltimore","Tennessee",21,7,-10.5,44.5,2014
2014-11-09,"Week 10","Jacksonville","Dallas",17,31,7.5,45,2014
2014-11-09,"Week 10","Oakland","Denver",17,41,12.5,50.5,2014
2014-11-09,"Week 10","Detroit","Miami",20,16,-3,43,2014
2014-11-09,"Week 10","Green Bay","Chicago",55,14,-9.5,53,2014
2014-11-09,"Week 10","New Orleans","San Francisco",24,27,-6,49.5,2014
2014-11-09,"Week 10","Tampa Bay","Atlanta",17,27,3.5,47,2014
2014-11-09,"Week 10","Arizona","L.A. Rams",31,14,-7,43,2014
2014-11-09,"Week 10","Seattle","N.Y. Giants",38,17,-9,44.5,2014
2014-11-10,"Week 10","Philadelphia","Carolina",45,21,-7,48.5,2014
2014-11-13,"Week 11","Miami","Buffalo",22,9,-4,40.5,2014
2014-11-16,"Week 11","Cleveland","Houston",7,23,-4.5,42,2014
2014-11-16,"Week 11","Indianapolis","New England",20,42,-3,58,2014
2014-11-16,"Week 11","Kansas City","Seattle",24,20,1,43.5,2014
2014-11-16,"Week 11","L.A. Chargers","Oakland",13,6,-10.5,45.5,2014
2014-11-16,"Week 11","N.Y. Giants","San Francisco",10,16,4,45,2014
2014-11-16,"Week 11","Washington","Tampa Bay",7,27,-6.5,45.5,2014
2014-11-16,"Week 11","Chicago","Minnesota",21,13,-2.5,46.5,2014
2014-11-16,"Week 11","Green Bay","Philadelphia",53,20,-4.5,55,2014
2014-11-16,"Week 11","Carolina","Atlanta",17,19,2.5,46.5,2014
2014-11-16,"Week 11","New Orleans","Cincinnati",10,27,-8.5,51,2014
2014-11-16,"Week 11","Arizona","Detroit",14,6,1,41.5,2014
2014-11-16,"Week 11","L.A. Rams","Denver",22,7,8,49.5,2014
2014-11-17,"Week 11","Tennessee","Pittsburgh",24,27,7,46.5,2014
2014-11-20,"Week 12","Oakland","Kansas City",24,20,7.5,42,2014
2014-11-23,"Week 12","New England","Detroit",34,9,-7.5,47.5,2014
2014-11-23,"Week 12","Houston","Cincinnati",13,22,-3,44.5,2014
2014-11-23,"Week 12","Indianapolis","Jacksonville",23,3,-13,49,2014
2014-11-23,"Week 12","Denver","Miami",39,36,-6.5,47,2014
2014-11-23,"Week 12","L.A. Chargers","L.A. Rams",27,24,-4,43.5,2014
2014-11-23,"Week 12","N.Y. Giants","Dallas",28,31,4,48,2014
2014-11-23,"Week 12","Philadelphia","Tennessee",43,24,-11,49,2014
2014-11-23,"Week 12","Chicago","Tampa Bay",21,13,-4,47,2014
2014-11-23,"Week 12","Minnesota","Green Bay",21,24,7.5,50,2014
2014-11-23,"Week 12","Atlanta","Cleveland",24,26,-3,48.5,2014
2014-11-23,"Week 12","San Francisco","Washington",17,13,-9,43.5,2014
2014-11-23,"Week 12","Seattle","Arizona",19,3,-7.5,42,2014
2014-11-24,"Week 12","Buffalo","N.Y. Jets",38,3,-2.5,42,2014
2014-11-24,"Week 12","New Orleans","Baltimore",27,34,-2.5,50.5,2014
2014-11-27,"Week 13","Dallas","Philadelphia",10,33,-3,56,2014
2014-11-27,"Week 13","Detroit","Chicago",34,17,-7.5,45.5,2014
2014-11-27,"Week 13","San Francisco","Seattle",3,19,-1,40,2014
2014-11-30,"Week 13","Buffalo","Cleveland",26,10,-3,42,2014
2014-11-30,"Week 13","Baltimore","L.A. Chargers",33,34,-6.5,45.5,2014
2014-11-30,"Week 13","Pittsburgh","New Orleans",32,35,-3.5,54,2014
2014-11-30,"Week 13","Houston","Tennessee",45,21,-7,43,2014
2014-11-30,"Week 13","Indianapolis","Washington",49,27,-7.5,48.5,2014
2014-11-30,"Week 13","Jacksonville","N.Y. Giants",25,24,3,44,2014
2014-11-30,"Week 13","Kansas City","Denver",16,29,-1,49,2014
2014-11-30,"Week 13","Green Bay","New England",26,21,-2.5,57,2014
2014-11-30,"Week 13","Minnesota","Carolina",31,13,-2.5,41,2014
2014-11-30,"Week 13","Atlanta","Arizona",29,18,1.5,45.5,2014
2014-11-30,"Week 13","Tampa Bay","Cincinnati",13,14,6,43.5,2014
2014-11-30,"Week 13","L.A. Rams","Oakland",52,0,-6,43,2014
2014-12-01,"Week 13","N.Y. Jets","Miami",13,16,6.5,41.5,2014
2014-12-04,"Week 14","Chicago","Dallas",28,41,4,50.5,2014
2014-12-07,"Week 14","Miami","Baltimore",13,28,-3,45,2014
2014-12-07,"Week 14","Cincinnati","Pittsburgh",21,42,-3,47,2014
2014-12-07,"Week 14","Cleveland","Indianapolis",24,25,3,50,2014
2014-12-07,"Week 14","Jacksonville","Houston",13,27,6.5,42,2014
2014-12-07,"Week 14","Tennessee","N.Y. Giants",7,36,3,46.5,2014
2014-12-07,"Week 14","Denver","Buffalo",24,17,-9,47,2014
2014-12-07,"Week 14","L.A. Chargers","New England",14,23,4,53,2014
2014-12-07,"Week 14","Oakland","San Francisco",24,13,8,40.5,2014
2014-12-07,"Week 14","Philadelphia","Seattle",14,24,1,48,2014
2014-12-07,"Week 14","Washington","L.A. Rams",0,24,2.5,44.5,2014
2014-12-07,"Week 14","Detroit","Tampa Bay",34,17,-10.5,42,2014
2014-12-07,"Week 14","Minnesota","N.Y. Jets",30,24,-4,40.5,2014
2014-12-07,"Week 14","New Orleans","Carolina",10,41,-8.5,50.5,2014
2014-12-07,"Week 14","Arizona","Kansas City",17,14,2.5,41.5,2014
2014-12-08,"Week 14","Green Bay","Atlanta",43,37,-13.5,54.5,2014
2014-12-11,"Week 15","L.A. Rams","Arizona",6,12,-6,40.5,2014
2014-12-14,"Week 15","Buffalo","Green Bay",21,13,3.5,49.5,2014
2014-12-14,"Week 15","New England","Miami",41,13,-9.5,49,2014
2014-12-14,"Week 15","Baltimore","Jacksonville",20,12,-14,44.5,2014
2014-12-14,"Week 15","Cleveland","Cincinnati",0,30,-2.5,44,2014
2014-12-14,"Week 15","Indianapolis","Houston",17,10,-7,49,2014
2014-12-14,"Week 15","Tennessee","N.Y. Jets",11,16,3.5,42,2014
2014-12-14,"Week 15","Kansas City","Oakland",31,13,-11,41.5,2014
2014-12-14,"Week 15","L.A. Chargers","Denver",10,22,4,49,2014
2014-12-14,"Week 15","N.Y. Giants","Washington",24,13,-7,46.5,2014
2014-12-14,"Week 15","Philadelphia","Dallas",27,38,-3.5,54.5,2014
2014-12-14,"Week 15","Detroit","Minnesota",16,14,-8,42.5,2014
2014-12-14,"Week 15","Atlanta","Pittsburgh",20,27,3,55,2014
2014-12-14,"Week 15","Carolina","Tampa Bay",19,17,-3.5,41,2014
2014-12-14,"Week 15","Seattle","San Francisco",17,7,-10,38,2014
2014-12-15,"Week 15","Chicago","New Orleans",15,31,3,53.5,2014
2014-12-18,"Week 16","Jacksonville","Tennessee",21,13,-4,39,2014
2014-12-20,"Week 16","Washington","Philadelphia",27,24,7,50,2014
2014-12-20,"Week 16","San Francisco","L.A. Chargers",35,38,-2,40.5,2014
2014-12-21,"Week 16","Miami","Minnesota",37,35,-4.5,42,2014
2014-12-21,"Week 16","N.Y. Jets","New England",16,17,10,47,2014
2014-12-21,"Week 16","Pittsburgh","Kansas City",20,12,-2.5,49.5,2014
2014-12-21,"Week 16","Houston","Baltimore",25,13,6.5,42,2014
2014-12-21,"Week 16","Oakland","Buffalo",26,24,7,41,2014
2014-12-21,"Week 16","Dallas","Indianapolis",42,7,-3.5,52.5,2014
2014-12-21,"Week 16","Chicago","Detroit",14,20,10,43.5,2014
2014-12-21,"Week 16","Carolina","Cleveland",17,13,-6,40,2014
2014-12-21,"Week 16","New Orleans","Atlanta",14,30,-6,56,2014
2014-12-21,"Week 16","Tampa Bay","Green Bay",3,20,11.5,48.5,2014
2014-12-21,"Week 16","Arizona","Seattle",6,35,9.5,36.5,2014
2014-12-21,"Week 16","L.A. Rams","N.Y. Giants",27,37,-6.5,43.5,2014
2014-12-22,"Week 16","Cincinnati","Denver",37,28,3.5,47,2014
2014-12-28,"Week 17","Miami","N.Y. Jets",24,37,-7,41,2014
2014-12-28,"Week 17","New England","Buffalo",9,17,-4,43.5,2014
2014-12-28,"Week 17","Baltimore","Cleveland",20,10,-14,40,2014
2014-12-28,"Week 17","Pittsburgh","Cincinnati",27,17,-3,49,2014
2014-12-28,"Week 17","Houston","Jacksonville",23,17,-8.5,38.5,2014
2014-12-28,"Week 17","Tennessee","Indianapolis",10,27,7.5,46.5,2014
2014-12-28,"Week 17","Denver","Oakland",47,14,-16.5,49,2014
2014-12-28,"Week 17","Kansas City","L.A. Chargers",19,7,-3,42.5,2014
2014-12-28,"Week 17","N.Y. Giants","Philadelphia",26,34,1,51.5,2014
2014-12-28,"Week 17","Washington","Dallas",17,44,6,47.5,2014
2014-12-28,"Week 17","Green Bay","Detroit",30,20,-8.5,46.5,2014
2014-12-28,"Week 17","Minnesota","Chicago",13,9,-7,47,2014
