"date","type","home.team","away.team","home.score","away.score","home.line","over.under","season"
2000-09-03,"Week 1","Buffalo","Tennessee",16,13,1,40.5,2000
2000-09-03,"Week 1","Miami","Seattle",23,0,-3,36,2000
2000-09-03,"Week 1","New England","Tampa Bay",16,21,3,35.5,2000
2000-09-03,"Week 1","Cleveland","Jacksonville",7,27,10,38,2000
2000-09-03,"Week 1","Pittsburgh","Baltimore",0,16,3,37,2000
2000-09-03,"Week 1","Kansas City","Indianapolis",14,27,3,44,2000
2000-09-03,"Week 1","Oakland","L.A. Chargers",9,6,-7,39.5,2000
2000-09-03,"Week 1","Dallas","Philadelphia",14,41,-6,40,2000
2000-09-03,"Week 1","N.Y. Giants","Arizona",21,16,-7,40,2000
2000-09-03,"Week 1","Washington","Carolina",20,17,-10,47.5,2000
2000-09-03,"Week 1","Green Bay","N.Y. Jets",16,20,-2.5,36,2000
2000-09-03,"Week 1","Minnesota","Chicago",30,27,-4.5,47,2000
2000-09-03,"Week 1","Atlanta","San Francisco",36,28,-7,46,2000
2000-09-03,"Week 1","New Orleans","Detroit",10,14,-1,39.5,2000
2000-09-04,"Week 1","L.A. Rams","Denver",41,36,-6.5,49.5,2000
2000-09-10,"Week 2","Buffalo","Green Bay",27,18,-6.5,39.5,2000
2000-09-10,"Week 2","Baltimore","Jacksonville",39,36,-3,36,2000
2000-09-10,"Week 2","Cincinnati","Cleveland",7,24,-6,41,2000
2000-09-10,"Week 2","Indianapolis","Oakland",31,38,-6.5,44,2000
2000-09-10,"Week 2","Tennessee","Kansas City",17,14,-9,38,2000
2000-09-10,"Week 2","Denver","Atlanta",42,14,-4,46,2000
2000-09-10,"Week 2","L.A. Chargers","New Orleans",27,28,-5.5,34,2000
2000-09-10,"Week 2","Philadelphia","N.Y. Giants",18,33,-3,39,2000
2000-09-10,"Week 2","Detroit","Washington",15,10,5.5,42,2000
2000-09-10,"Week 2","Minnesota","Miami",13,7,-3,41,2000
2000-09-10,"Week 2","Tampa Bay","Chicago",41,0,-7,38,2000
2000-09-10,"Week 2","Arizona","Dallas",32,31,-3,38.5,2000
2000-09-10,"Week 2","San Francisco","Carolina",22,38,3,49,2000
2000-09-10,"Week 2","Seattle","L.A. Rams",34,37,8,47.5,2000
2000-09-11,"Week 2","N.Y. Jets","New England",20,19,-5,40,2000
2000-09-17,"Week 3","Miami","Baltimore",19,6,3,33,2000
2000-09-17,"Week 3","New England","Minnesota",13,21,-3,43,2000
2000-09-17,"Week 3","N.Y. Jets","Buffalo",27,14,NA,37.5,2000
2000-09-17,"Week 3","Cleveland","Pittsburgh",23,20,2,36,2000
2000-09-17,"Week 3","Jacksonville","Cincinnati",13,0,-13.5,40,2000
2000-09-17,"Week 3","Kansas City","L.A. Chargers",42,10,-6,35,2000
2000-09-17,"Week 3","Oakland","Denver",24,33,-3,43.5,2000
2000-09-17,"Week 3","Chicago","N.Y. Giants",7,14,-1.5,43,2000
2000-09-17,"Week 3","Detroit","Tampa Bay",10,31,3,34,2000
2000-09-17,"Week 3","Green Bay","Philadelphia",6,3,-4,42.5,2000
2000-09-17,"Week 3","Carolina","Atlanta",10,15,-5.5,48.5,2000
2000-09-17,"Week 3","L.A. Rams","San Francisco",41,24,-17,56.5,2000
2000-09-17,"Week 3","Seattle","New Orleans",20,10,-5.5,40,2000
2000-09-18,"Week 3","Washington","Dallas",21,27,-10.5,44.5,2000
2000-09-24,"Week 4","Miami","New England",10,3,-3,34,2000
2000-09-24,"Week 4","Baltimore","Cincinnati",37,0,-12.5,32.5,2000
2000-09-24,"Week 4","Pittsburgh","Tennessee",20,23,7,36,2000
2000-09-24,"Week 4","Denver","Kansas City",22,23,-6,43,2000
2000-09-24,"Week 4","L.A. Chargers","Seattle",12,20,2.5,36,2000
2000-09-24,"Week 4","Oakland","Cleveland",36,10,-10,41.5,2000
2000-09-24,"Week 4","Dallas","San Francisco",24,41,-6.5,46.5,2000
2000-09-24,"Week 4","N.Y. Giants","Washington",6,16,-2,41.5,2000
2000-09-24,"Week 4","Chicago","Detroit",14,21,-2.5,37.5,2000
2000-09-24,"Week 4","Atlanta","L.A. Rams",20,41,7,56,2000
2000-09-24,"Week 4","New Orleans","Philadelphia",7,21,-1.5,37,2000
2000-09-24,"Week 4","Tampa Bay","N.Y. Jets",17,21,-7.5,36.5,2000
2000-09-24,"Week 4","Arizona","Green Bay",3,29,-2.5,41.5,2000
2000-09-25,"Week 4","Indianapolis","Jacksonville",43,14,-3.5,49,2000
2000-10-01,"Week 5","Buffalo","Indianapolis",16,18,-2.5,44.5,2000
2000-10-01,"Week 5","Cincinnati","Miami",16,31,7,32.5,2000
2000-10-01,"Week 5","Cleveland","Baltimore",0,12,8,37.5,2000
2000-10-01,"Week 5","Jacksonville","Pittsburgh",13,24,-10.5,38,2000
2000-10-01,"Week 5","Tennessee","N.Y. Giants",28,14,-4,38,2000
2000-10-01,"Week 5","Denver","New England",19,28,-8.5,42,2000
2000-10-01,"Week 5","Philadelphia","Atlanta",38,10,-3,41,2000
2000-10-01,"Week 5","Washington","Tampa Bay",20,17,-2,35.5,2000
2000-10-01,"Week 5","Detroit","Minnesota",24,31,1.5,44,2000
2000-10-01,"Week 5","Green Bay","Chicago",24,27,-6,41,2000
2000-10-01,"Week 5","Carolina","Dallas",13,16,-6.5,47.5,2000
2000-10-01,"Week 5","L.A. Rams","L.A. Chargers",57,31,-17,52,2000
2000-10-01,"Week 5","San Francisco","Arizona",27,20,-4,47.5,2000
2000-10-02,"Week 5","Kansas City","Seattle",24,17,-4.5,40,2000
2000-10-08,"Week 6","Miami","Buffalo",22,13,-1,34,2000
2000-10-08,"Week 6","New England","Indianapolis",24,16,3.5,44,2000
2000-10-08,"Week 6","N.Y. Jets","Pittsburgh",3,20,-7,37.5,2000
2000-10-08,"Week 6","Cincinnati","Tennessee",14,23,9.5,38,2000
2000-10-08,"Week 6","Jacksonville","Baltimore",10,15,-2.5,37.5,2000
2000-10-08,"Week 6","L.A. Chargers","Denver",7,21,7,44.5,2000
2000-10-08,"Week 6","Philadelphia","Washington",14,17,3,37,2000
2000-10-08,"Week 6","Chicago","New Orleans",10,31,-3.5,38,2000
2000-10-08,"Week 6","Detroit","Green Bay",31,24,-3,42.5,2000
2000-10-08,"Week 6","Atlanta","N.Y. Giants",6,13,1,41.5,2000
2000-10-08,"Week 6","Carolina","Seattle",26,3,-3.5,42.5,2000
2000-10-08,"Week 6","Arizona","Cleveland",29,21,-4.5,39.5,2000
2000-10-08,"Week 6","San Francisco","Oakland",28,34,4.5,50,2000
2000-10-09,"Week 6","Minnesota","Tampa Bay",30,23,-2,40.5,2000
2000-10-15,"Week 7","Buffalo","L.A. Chargers",27,24,-10,37,2000
2000-10-15,"Week 7","New England","N.Y. Jets",17,34,-3,37,2000
2000-10-15,"Week 7","Pittsburgh","Cincinnati",15,0,-7.5,37,2000
2000-10-15,"Week 7","Denver","Cleveland",44,10,-12.5,44,2000
2000-10-15,"Week 7","Kansas City","Oakland",17,20,-3,44,2000
2000-10-15,"Week 7","N.Y. Giants","Dallas",19,14,-3.5,40,2000
2000-10-15,"Week 7","Washington","Baltimore",10,3,-3.5,34.5,2000
2000-10-15,"Week 7","Chicago","Minnesota",16,28,7,45.5,2000
2000-10-15,"Week 7","Green Bay","San Francisco",31,28,-4,50.5,2000
2000-10-15,"Week 7","New Orleans","Carolina",24,6,-1.5,40,2000
2000-10-15,"Week 7","Arizona","Philadelphia",14,33,2.5,39,2000
2000-10-15,"Week 7","L.A. Rams","Atlanta",45,29,-17.5,58.5,2000
2000-10-15,"Week 7","Seattle","Indianapolis",24,37,6,44,2000
2000-10-16,"Week 7","Tennessee","Jacksonville",27,13,-7,40.5,2000
2000-10-19,"Week 8","Tampa Bay","Detroit",14,28,-8.5,37.5,2000
2000-10-22,"Week 8","Baltimore","Tennessee",6,14,-1,34.5,2000
2000-10-22,"Week 8","Cincinnati","Denver",31,21,10.5,42.5,2000
2000-10-22,"Week 8","Pittsburgh","Cleveland",22,0,-12.5,35,2000
2000-10-22,"Week 8","Indianapolis","New England",30,23,-8.5,47,2000
2000-10-22,"Week 8","Jacksonville","Washington",16,35,4,37,2000
2000-10-22,"Week 8","Kansas City","L.A. Rams",54,34,7,55.5,2000
2000-10-22,"Week 8","Oakland","Seattle",31,3,-7,43,2000
2000-10-22,"Week 8","Dallas","Arizona",48,7,-6.5,42.5,2000
2000-10-22,"Week 8","Philadelphia","Chicago",13,9,-7,41,2000
2000-10-22,"Week 8","Minnesota","Buffalo",31,27,-6,44.5,2000
2000-10-22,"Week 8","Atlanta","New Orleans",19,21,2.5,39,2000
2000-10-22,"Week 8","Carolina","San Francisco",34,16,-3,51,2000
2000-10-23,"Week 8","N.Y. Jets","Miami",40,37,-3,35,2000
2000-10-29,"Week 9","Buffalo","N.Y. Jets",23,20,-4.5,40.5,2000
2000-10-29,"Week 9","Miami","Green Bay",28,20,-3.5,39,2000
2000-10-29,"Week 9","Baltimore","Pittsburgh",6,9,-6,33.5,2000
2000-10-29,"Week 9","Cleveland","Cincinnati",3,12,3,35,2000
2000-10-29,"Week 9","Indianapolis","Detroit",30,18,-7,48,2000
2000-10-29,"Week 9","L.A. Chargers","Oakland",13,15,7,42.5,2000
2000-10-29,"Week 9","Dallas","Jacksonville",17,23,-3.5,45,2000
2000-10-29,"Week 9","N.Y. Giants","Philadelphia",24,7,-3.5,34.5,2000
2000-10-29,"Week 9","Atlanta","Carolina",13,12,3,44.5,2000
2000-10-29,"Week 9","Tampa Bay","Minnesota",41,13,-3,41,2000
2000-10-29,"Week 9","Arizona","New Orleans",10,21,6.5,40,2000
2000-10-29,"Week 9","San Francisco","L.A. Rams",24,34,6.5,61.5,2000
2000-10-29,"Week 9","Seattle","Kansas City",19,24,3.5,41.5,2000
2000-10-30,"Week 9","Washington","Tennessee",21,27,-3.5,38.5,2000
2000-11-05,"Week 10","New England","Buffalo",13,16,-2,38,2000
2000-11-05,"Week 10","N.Y. Jets","Denver",23,30,-2.5,46.5,2000
2000-11-05,"Week 10","Cincinnati","Baltimore",7,27,6.5,32.5,2000
2000-11-05,"Week 10","Cleveland","N.Y. Giants",3,24,10.5,33.5,2000
2000-11-05,"Week 10","Tennessee","Pittsburgh",9,7,-7.5,35.5,2000
2000-11-05,"Week 10","Oakland","Kansas City",49,31,-3,45,2000
2000-11-05,"Week 10","Philadelphia","Dallas",16,13,-3,40,2000
2000-11-05,"Week 10","Chicago","Indianapolis",27,24,7,47,2000
2000-11-05,"Week 10","Detroit","Miami",8,23,-2.5,39,2000
2000-11-05,"Week 10","Atlanta","Tampa Bay",14,27,8.5,40,2000
2000-11-05,"Week 10","New Orleans","San Francisco",31,15,-5,47.5,2000
2000-11-05,"Week 10","Arizona","Washington",16,15,9.5,40,2000
2000-11-05,"Week 10","L.A. Rams","Carolina",24,27,-13.5,58.5,2000
2000-11-05,"Week 10","Seattle","L.A. Chargers",17,15,-3.5,39,2000
2000-11-06,"Week 10","Green Bay","Minnesota",26,20,3.5,47.5,2000
2000-11-12,"Week 11","Buffalo","Chicago",20,3,-7,39.5,2000
2000-11-12,"Week 11","Cleveland","New England",19,11,7,32.5,2000
2000-11-12,"Week 11","Pittsburgh","Philadelphia",23,26,-3.5,32,2000
2000-11-12,"Week 11","Indianapolis","N.Y. Jets",23,15,-6,51.5,2000
2000-11-12,"Week 11","Jacksonville","Seattle",21,28,-8.5,41,2000
2000-11-12,"Week 11","Tennessee","Baltimore",23,24,-4,33.5,2000
2000-11-12,"Week 11","L.A. Chargers","Miami",7,17,5.5,33.5,2000
2000-11-12,"Week 11","Dallas","Cincinnati",23,6,-7,37.5,2000
2000-11-12,"Week 11","N.Y. Giants","L.A. Rams",24,38,1.5,48.5,2000
2000-11-12,"Week 11","Detroit","Atlanta",13,10,-7.5,40.5,2000
2000-11-12,"Week 11","Minnesota","Arizona",31,14,-13.5,48,2000
2000-11-12,"Week 11","Carolina","New Orleans",10,20,-1.5,37.5,2000
2000-11-12,"Week 11","Tampa Bay","Green Bay",20,15,-9,43,2000
2000-11-12,"Week 11","San Francisco","Kansas City",21,7,4,54,2000
2000-11-13,"Week 11","Denver","Oakland",27,24,-3.5,48.5,2000
2000-11-19,"Week 12","Miami","N.Y. Jets",3,20,-3.5,39.5,2000
2000-11-19,"Week 12","New England","Cincinnati",16,13,-7,35.5,2000
2000-11-19,"Week 12","Baltimore","Dallas",27,0,-8,37,2000
2000-11-19,"Week 12","Pittsburgh","Jacksonville",24,34,-3.5,37,2000
2000-11-19,"Week 12","Tennessee","Cleveland",24,10,-16,35.5,2000
2000-11-19,"Week 12","Denver","L.A. Chargers",38,37,-9,41,2000
2000-11-19,"Week 12","Kansas City","Buffalo",17,21,-3,42,2000
2000-11-19,"Week 12","N.Y. Giants","Detroit",21,31,-6.5,35.5,2000
2000-11-19,"Week 12","Philadelphia","Arizona",34,9,-8,38,2000
2000-11-19,"Week 12","Chicago","Tampa Bay",13,10,7,35,2000
2000-11-19,"Week 12","Green Bay","Indianapolis",26,24,4.5,44.5,2000
2000-11-19,"Week 12","Minnesota","Carolina",31,17,-9.5,47.5,2000
2000-11-19,"Week 12","New Orleans","Oakland",22,31,3,42,2000
2000-11-19,"Week 12","San Francisco","Atlanta",16,6,-6,48,2000
2000-11-20,"Week 12","L.A. Rams","Washington",20,33,-6,55.5,2000
2000-11-23,"Week 13","Dallas","Minnesota",15,27,7.5,48.5,2000
2000-11-23,"Week 13","Detroit","New England",34,9,-6.5,38.5,2000
2000-11-26,"Week 13","N.Y. Jets","Chicago",17,10,-7,36.5,2000
2000-11-26,"Week 13","Baltimore","Cleveland",44,7,-17,33,2000
2000-11-26,"Week 13","Cincinnati","Pittsburgh",28,48,4.5,33.5,2000
2000-11-26,"Week 13","Indianapolis","Miami",14,17,-7,43.5,2000
2000-11-26,"Week 13","Jacksonville","Tennessee",16,13,3,41.5,2000
2000-11-26,"Week 13","L.A. Chargers","Kansas City",17,16,3,41.5,2000
2000-11-26,"Week 13","Oakland","Atlanta",41,14,-12,44,2000
2000-11-26,"Week 13","Washington","Philadelphia",20,23,-6.5,37,2000
2000-11-26,"Week 13","Tampa Bay","Buffalo",31,17,-3.5,36,2000
2000-11-26,"Week 13","Arizona","N.Y. Giants",7,31,7.5,38.5,2000
2000-11-26,"Week 13","L.A. Rams","New Orleans",24,31,-13.5,53,2000
2000-11-26,"Week 13","Seattle","Denver",31,38,3,44.5,2000
2000-11-27,"Week 13","Carolina","Green Bay",31,14,2.5,45,2000
2000-11-30,"Week 14","Minnesota","Detroit",24,17,-8.5,48,2000
2000-12-03,"Week 14","Buffalo","Miami",6,33,-3,35.5,2000
2000-12-03,"Week 14","N.Y. Jets","Indianapolis",27,17,-2,44,2000
2000-12-03,"Week 14","Cincinnati","Arizona",24,13,-4,38.5,2000
2000-12-03,"Week 14","Pittsburgh","Oakland",21,20,3,42.5,2000
2000-12-03,"Week 14","Jacksonville","Cleveland",48,0,-15,39,2000
2000-12-03,"Week 14","L.A. Chargers","San Francisco",17,45,3,43.5,2000
2000-12-03,"Week 14","Philadelphia","Tennessee",13,15,3,35.5,2000
2000-12-03,"Week 14","Washington","N.Y. Giants",7,9,-6,36.5,2000
2000-12-03,"Week 14","Chicago","Green Bay",6,28,2.5,39.5,2000
2000-12-03,"Week 14","Atlanta","Seattle",10,30,-1,41,2000
2000-12-03,"Week 14","Carolina","L.A. Rams",16,3,8,53.5,2000
2000-12-03,"Week 14","New Orleans","Denver",23,38,-1,45,2000
2000-12-03,"Week 14","Tampa Bay","Dallas",27,7,-10.5,37,2000
2000-12-04,"Week 14","New England","Kansas City",30,24,NA,40,2000
2000-12-10,"Week 15","Miami","Tampa Bay",13,16,-3,34,2000
2000-12-10,"Week 15","Baltimore","L.A. Chargers",24,3,-15,35.5,2000
2000-12-10,"Week 15","Cleveland","Philadelphia",24,35,14,34,2000
2000-12-10,"Week 15","Jacksonville","Arizona",44,10,-17,42.5,2000
2000-12-10,"Week 15","Tennessee","Cincinnati",35,3,-13,36,2000
2000-12-10,"Week 15","Denver","Seattle",31,24,-10.5,45,2000
2000-12-10,"Week 15","Kansas City","Carolina",15,14,-2.5,41,2000
2000-12-10,"Week 15","Oakland","N.Y. Jets",31,7,-3.5,46.5,2000
2000-12-10,"Week 15","Dallas","Washington",32,13,6.5,39,2000
2000-12-10,"Week 15","N.Y. Giants","Pittsburgh",30,10,-3.5,35,2000
2000-12-10,"Week 15","Chicago","New England",24,17,-2,36,2000
2000-12-10,"Week 15","Green Bay","Detroit",26,13,-4,39,2000
2000-12-10,"Week 15","L.A. Rams","Minnesota",40,29,-3.5,58.5,2000
2000-12-10,"Week 15","San Francisco","New Orleans",27,31,-3,47,2000
2000-12-11,"Week 15","Indianapolis","Buffalo",44,20,-7,47.5,2000
2000-12-16,"Week 16","Pittsburgh","Washington",24,3,-2,37,2000
2000-12-16,"Week 16","Seattle","Oakland",27,24,7,45.5,2000
2000-12-17,"Week 16","Buffalo","New England",10,13,-4.5,36.5,2000
2000-12-17,"Week 16","Miami","Indianapolis",13,20,-3,42,2000
2000-12-17,"Week 16","N.Y. Jets","Detroit",7,10,-6.5,36,2000
2000-12-17,"Week 16","Cincinnati","Jacksonville",17,14,10,41,2000
2000-12-17,"Week 16","Cleveland","Tennessee",0,24,16,36,2000
2000-12-17,"Week 16","Kansas City","Denver",20,7,3,47,2000
2000-12-17,"Week 16","Dallas","N.Y. Giants",13,17,7,36,2000
2000-12-17,"Week 16","Minnesota","Green Bay",28,33,-8.5,49.5,2000
2000-12-17,"Week 16","Carolina","L.A. Chargers",30,22,-7.5,37.5,2000
2000-12-17,"Week 16","New Orleans","Atlanta",23,7,-10,40,2000
2000-12-17,"Week 16","Arizona","Baltimore",7,13,16.5,37.5,2000
2000-12-17,"Week 16","San Francisco","Chicago",17,0,-7,46,2000
2000-12-18,"Week 16","Tampa Bay","L.A. Rams",38,35,2.5,47.5,2000
2000-12-23,"Week 17","Denver","San Francisco",38,9,-7,52,2000
2000-12-23,"Week 17","N.Y. Giants","Jacksonville",28,25,-3.5,38,2000
2000-12-23,"Week 17","Seattle","Buffalo",23,42,-3,43,2000
2000-12-24,"Week 17","New England","Miami",24,27,4,34,2000
2000-12-24,"Week 17","Baltimore","N.Y. Jets",34,20,-5.5,34.5,2000
2000-12-24,"Week 17","Indianapolis","Minnesota",31,10,-6.5,51.5,2000
2000-12-24,"Week 17","L.A. Chargers","Pittsburgh",21,34,4,37.5,2000
2000-12-24,"Week 17","Oakland","Carolina",52,9,-10.5,45,2000
2000-12-24,"Week 17","Philadelphia","Cincinnati",16,7,-10.5,36.5,2000
2000-12-24,"Week 17","Washington","Arizona",20,3,-7,38.5,2000
2000-12-24,"Week 17","Detroit","Chicago",20,23,-9,37,2000
2000-12-24,"Week 17","Green Bay","Tampa Bay",17,14,-3,36,2000
2000-12-24,"Week 17","Atlanta","Kansas City",29,13,4.5,41,2000
2000-12-24,"Week 17","New Orleans","L.A. Rams",21,26,4,56.5,2000
2000-12-25,"Week 17","Tennessee","Dallas",31,0,-14,38,2000
2000-12-30,"Wildcard","Miami","Indianapolis",23,17,1.5,41.5,2000
2000-12-30,"Wildcard","New Orleans","L.A. Rams",31,28,7,55,2000
2000-12-31,"Wildcard","Baltimore","Denver",21,3,-3,39,2000
2000-12-31,"Wildcard","Philadelphia","Tampa Bay",21,3,3,33,2000
2001-01-06,"Divisional","Oakland","Miami",27,0,-9,42,2000
2001-01-06,"Divisional","Minnesota","New Orleans",34,16,-8,50,2000
2001-01-07,"Divisional","Tennessee","Baltimore",10,24,-6,33,2000
2001-01-07,"Divisional","N.Y. Giants","Philadelphia",20,10,-5,34,2000
2001-01-14,"Conference","Oakland","Baltimore",3,16,-6.5,36.5,2000
2001-01-14,"Conference","N.Y. Giants","Minnesota",41,0,3,43,2000
2001-01-28,"Super Bowl","N.Y. Giants","Baltimore",7,34,3,33.5,2000
2001-09-09,"Week 1","Buffalo","New Orleans",6,24,3,37.5,2001
2001-09-09,"Week 1","N.Y. Jets","Indianapolis",24,45,2.5,44.5,2001
2001-09-09,"Week 1","Baltimore","Chicago",17,6,-9.5,33.5,2001
2001-09-09,"Week 1","Cincinnati","New England",23,17,-1,35.5,2001
2001-09-09,"Week 1","Cleveland","Seattle",6,9,3,38,2001
2001-09-09,"Week 1","Jacksonville","Pittsburgh",21,3,-3,37.5,2001
2001-09-09,"Week 1","Tennessee","Miami",23,31,-6,33.5,2001
2001-09-09,"Week 1","Kansas City","Oakland",24,27,3,44,2001
2001-09-09,"Week 1","L.A. Chargers","Washington",30,3,-3,36,2001
2001-09-09,"Week 1","Dallas","Tampa Bay",6,10,9.5,33.5,2001
2001-09-09,"Week 1","Philadelphia","L.A. Rams",17,20,3,46,2001
2001-09-09,"Week 1","Green Bay","Detroit",28,6,-6.5,41.5,2001
2001-09-09,"Week 1","Minnesota","Carolina",13,24,-10.5,45.5,2001
2001-09-09,"Week 1","San Francisco","Atlanta",16,13,-3.5,46.5,2001
2001-09-10,"Week 1","Denver","N.Y. Giants",31,20,-7,44,2001
2001-09-23,"Week 2","Miami","Oakland",18,15,-1,39.5,2001
2001-09-23,"Week 2","New England","N.Y. Jets",3,10,2,39.5,2001
2001-09-23,"Week 2","Cincinnati","Baltimore",21,10,7,33.5,2001
2001-09-23,"Week 2","Cleveland","Detroit",24,14,1,33.5,2001
2001-09-23,"Week 2","Indianapolis","Buffalo",42,26,-10,45,2001
2001-09-23,"Week 2","Jacksonville","Tennessee",13,6,-3,37,2001
2001-09-23,"Week 2","Kansas City","N.Y. Giants",3,13,1,39,2001
2001-09-23,"Week 2","Dallas","L.A. Chargers",21,32,4,33,2001
2001-09-23,"Week 2","Chicago","Minnesota",17,10,3.5,43,2001
2001-09-23,"Week 2","Atlanta","Carolina",24,16,-3.5,40,2001
2001-09-23,"Week 2","Arizona","Denver",17,38,9,46,2001
2001-09-23,"Week 2","San Francisco","L.A. Rams",26,30,6.5,49.5,2001
2001-09-23,"Week 2","Seattle","Philadelphia",3,27,2.5,37,2001
2001-09-24,"Week 2","Green Bay","Washington",37,0,-10,41,2001
2001-09-30,"Week 3","Buffalo","Pittsburgh",3,20,3,35,2001
2001-09-30,"Week 3","New England","Indianapolis",44,13,13,44,2001
2001-09-30,"Week 3","Jacksonville","Cleveland",14,23,-8.5,34.5,2001
2001-09-30,"Week 3","Denver","Baltimore",13,20,-5.5,42,2001
2001-09-30,"Week 3","L.A. Chargers","Cincinnati",28,14,-6,40,2001
2001-09-30,"Week 3","Oakland","Seattle",38,14,-10.5,39,2001
2001-09-30,"Week 3","N.Y. Giants","New Orleans",21,13,-3,35,2001
2001-09-30,"Week 3","Philadelphia","Dallas",40,18,-14,35,2001
2001-09-30,"Week 3","Washington","Kansas City",13,45,3,34.5,2001
2001-09-30,"Week 3","Minnesota","Tampa Bay",20,16,2,38.5,2001
2001-09-30,"Week 3","Carolina","Green Bay",7,28,4,42,2001
2001-09-30,"Week 3","Arizona","Atlanta",14,34,3,41.5,2001
2001-09-30,"Week 3","L.A. Rams","Miami",42,10,-6,43,2001
2001-10-01,"Week 3","N.Y. Jets","San Francisco",17,19,-3,47,2001
2001-10-07,"Week 4","Buffalo","N.Y. Jets",36,42,-4,35.5,2001
2001-10-07,"Week 4","Miami","New England",30,10,-8.5,35,2001
2001-10-07,"Week 4","Baltimore","Tennessee",26,7,-3.5,33,2001
2001-10-07,"Week 4","Cleveland","L.A. Chargers",20,16,3.5,35.5,2001
2001-10-07,"Week 4","Pittsburgh","Cincinnati",16,7,-4,35,2001
2001-10-07,"Week 4","Denver","Kansas City",20,6,-10,48,2001
2001-10-07,"Week 4","Oakland","Dallas",28,21,-17,41.5,2001
2001-10-07,"Week 4","N.Y. Giants","Washington",23,9,-14,36,2001
2001-10-07,"Week 4","Philadelphia","Arizona",20,21,-14,41.5,2001
2001-10-07,"Week 4","Atlanta","Chicago",3,31,-3,39.5,2001
2001-10-07,"Week 4","New Orleans","Minnesota",28,15,-4,44,2001
2001-10-07,"Week 4","Tampa Bay","Green Bay",14,10,-2.5,36,2001
2001-10-07,"Week 4","San Francisco","Carolina",24,14,-7,45,2001
2001-10-07,"Week 4","Seattle","Jacksonville",24,15,-3,35,2001
2001-10-08,"Week 4","Detroit","L.A. Rams",0,35,14,50,2001
2001-10-14,"Week 5","New England","L.A. Chargers",29,26,3,35.5,2001
2001-10-14,"Week 5","N.Y. Jets","Miami",21,17,3,39,2001
2001-10-14,"Week 5","Cincinnati","Cleveland",24,14,-2,35,2001
2001-10-14,"Week 5","Indianapolis","Oakland",18,23,-3.5,52.5,2001
2001-10-14,"Week 5","Tennessee","Tampa Bay",31,28,-3,33,2001
2001-10-14,"Week 5","Kansas City","Pittsburgh",17,20,-3,35.5,2001
2001-10-14,"Week 5","Chicago","Arizona",20,13,-7.5,39.5,2001
2001-10-14,"Week 5","Green Bay","Baltimore",31,23,1,34,2001
2001-10-14,"Week 5","Minnesota","Detroit",31,26,-10.5,44.5,2001
2001-10-14,"Week 5","Atlanta","San Francisco",31,37,3.5,43.5,2001
2001-10-14,"Week 5","Carolina","New Orleans",25,27,6,39,2001
2001-10-14,"Week 5","L.A. Rams","N.Y. Giants",15,14,-12,46,2001
2001-10-14,"Week 5","Seattle","Denver",34,21,6,42.5,2001
2001-10-15,"Week 5","Dallas","Washington",9,7,-3,37.5,2001
2001-10-18,"Week 6","Jacksonville","Buffalo",10,13,-8.5,39.5,2001
2001-10-21,"Week 6","N.Y. Jets","L.A. Rams",14,34,7,47,2001
2001-10-21,"Week 6","Cincinnati","Chicago",0,24,-1.5,35,2001
2001-10-21,"Week 6","Cleveland","Baltimore",24,14,7.5,32.5,2001
2001-10-21,"Week 6","Indianapolis","New England",17,38,-10,47,2001
2001-10-21,"Week 6","L.A. Chargers","Denver",27,10,3,44.5,2001
2001-10-21,"Week 6","Washington","Carolina",17,14,3,35,2001
2001-10-21,"Week 6","Detroit","Tennessee",24,27,4.5,40,2001
2001-10-21,"Week 6","Minnesota","Green Bay",35,13,3.5,47.5,2001
2001-10-21,"Week 6","New Orleans","Atlanta",13,20,-7,42,2001
2001-10-21,"Week 6","Tampa Bay","Pittsburgh",10,17,-5,32.5,2001
2001-10-21,"Week 6","Arizona","Kansas City",24,16,2.5,42,2001
2001-10-22,"Week 6","N.Y. Giants","Philadelphia",9,10,-3,36.5,2001
2001-10-25,"Week 7","Kansas City","Indianapolis",28,35,3,46.5,2001
2001-10-28,"Week 7","Baltimore","Jacksonville",18,17,-7.5,33,2001
2001-10-28,"Week 7","Denver","New England",31,20,-7,43,2001
2001-10-28,"Week 7","L.A. Chargers","Buffalo",27,24,-7,39,2001
2001-10-28,"Week 7","Dallas","Arizona",17,3,2.5,37.5,2001
2001-10-28,"Week 7","Philadelphia","Oakland",10,20,NA,38,2001
2001-10-28,"Week 7","Washington","N.Y. Giants",35,21,8,34.5,2001
2001-10-28,"Week 7","Chicago","San Francisco",37,31,-2,37.5,2001
2001-10-28,"Week 7","Detroit","Cincinnati",27,31,-3,39,2001
2001-10-28,"Week 7","Carolina","N.Y. Jets",12,13,3,39,2001
2001-10-28,"Week 7","Tampa Bay","Minnesota",41,14,-3,38.5,2001
2001-10-28,"Week 7","L.A. Rams","New Orleans",31,34,-10.5,47.5,2001
2001-10-28,"Week 7","Seattle","Miami",20,24,2.5,36,2001
2001-10-29,"Week 7","Pittsburgh","Tennessee",34,7,-2.5,35.5,2001
2001-11-04,"Week 8","Buffalo","Indianapolis",14,30,3,45.5,2001
2001-11-04,"Week 8","Miami","Carolina",23,6,-9,33,2001
2001-11-04,"Week 8","Pittsburgh","Baltimore",10,13,-1,33,2001
2001-11-04,"Week 8","Tennessee","Jacksonville",28,24,-3,37.5,2001
